#{"t_start": 1764983017.9606566, "env_id": "ALE/Pong-v5"}
r,l,t
-19.0,1166,480.712124
-21.0,912,485.704701
-20.0,1255,492.157544
-20.0,932,496.853542
-19.0,1074,502.211437
-20.0,1029,507.395515
-21.0,1033,511.07057
-21.0,905,515.54586
-21.0,853,519.81428
-21.0,852,524.052966
-21.0,824,528.746436
-21.0,824,533.103678
-20.0,969,537.973935
-21.0,990,541.526184
-21.0,912,546.231396
-20.0,1069,551.655863
-21.0,1041,556.875481
-21.0,824,560.970932
-19.0,1481,568.642002
-21.0,1063,572.528214
-20.0,983,577.802017
-21.0,845,582.543799
-21.0,1022,587.66226
-20.0,1102,593.080404
-20.0,1080,598.525975
-20.0,1112,602.655846
-21.0,934,607.259069
-21.0,821,611.312521
-20.0,959,616.062829
-21.0,913,620.580996
-21.0,843,624.653804
-20.0,1056,629.847764
-20.0,1223,634.537421
-21.0,946,639.229333
-21.0,885,643.526929
-20.0,1086,648.967649
-21.0,792,652.901331
-21.0,924,657.558108
-20.0,981,662.510473
-19.0,1228,667.130311
-20.0,1207,673.152438
-21.0,1193,679.08247
-21.0,764,682.822839
-21.0,1059,688.084561
-21.0,1001,693.14958
-17.0,1219,699.860941
-17.0,1254,706.827452
-20.0,1060,712.307763
-20.0,1061,717.737573
-21.0,853,722.050646
-20.0,1162,726.454386
-21.0,914,731.046384
-18.0,1203,737.220352
-21.0,1065,742.541775
-20.0,1135,748.246941
-20.0,1031,753.425309
-21.0,914,756.474665
-20.0,1226,762.692593
-20.0,1192,768.643808
-21.0,853,772.779707
-20.0,1100,778.273987
-20.0,1165,784.068396
-20.0,1173,788.435177
-20.0,1133,794.236181
-21.0,941,798.97032
-21.0,976,803.824549
-20.0,1148,809.57806
-20.0,889,813.984157
-20.0,1111,818.099054
-20.0,983,822.919462
-21.0,941,827.570232
-20.0,885,831.874812
-20.0,1042,837.142373
-18.0,1339,843.996012
-21.0,1006,847.428205
-19.0,939,852.046708
-18.0,1234,858.26076
-20.0,870,862.603933
-20.0,996,867.56311
-18.0,1153,873.374769
-20.0,1340,879.355768
-19.0,1164,885.236645
-20.0,1211,891.255768
-20.0,898,895.754396
-21.0,936,900.363837
-21.0,1307,907.137145
-20.0,1045,910.945707
-19.0,1090,916.493944
-19.0,1221,922.939537
-20.0,889,927.443012
-20.0,1050,932.828287
-19.0,1073,938.684764
-21.0,1005,942.592428
-20.0,1073,948.347124
-19.0,991,953.629789
-21.0,1033,959.050596
-21.0,971,963.936029
-20.0,1160,972.205377
-21.0,986,977.673518
-19.0,1133,983.777753
-20.0,1030,989.242648
-19.0,1210,996.030942
-21.0,932,1001.058476
-17.0,1620,1007.971311
-21.0,913,1012.607822
-20.0,1219,1018.890664
-21.0,1248,1025.227568
-20.0,1108,1030.972559
-20.0,1131,1035.293808
-19.0,1104,1040.919585
-21.0,1217,1047.273059
-19.0,1464,1056.104761
-20.0,957,1061.270578
-19.0,1123,1066.076199
-20.0,1263,1073.087688
-18.0,1035,1080.399571
-18.0,1183,1089.635716
-20.0,995,1095.428062
-18.0,1488,1107.331273
-18.0,1140,1116.490138
-19.0,1050,1125.244678
-20.0,1065,1132.781587
-18.0,1276,1143.520186
-20.0,1140,1153.503132
-19.0,1184,1161.790818
-19.0,1159,1169.866227
-18.0,1348,1179.252628
-17.0,1445,1190.074985
-20.0,1221,1201.714973
-18.0,1199,1212.379663
-19.0,1055,1220.410488
-18.0,1250,1232.128541
-21.0,945,1240.271327
-19.0,1148,1248.464379
-19.0,1299,1259.314058
-17.0,1381,1271.493738
-18.0,1558,1280.161536
-20.0,1259,1286.622984
-21.0,1267,1293.060158
-21.0,885,1297.539783
-18.0,1293,1304.054396
-21.0,1211,1308.770176
-17.0,1351,1315.569097
-21.0,946,1320.338763
-20.0,1014,1325.49713
-17.0,1567,1333.391864
-17.0,1302,1339.841352
-20.0,1037,1343.474611
-16.0,1705,1352.104597
-17.0,1212,1358.224011
-20.0,1156,1364.144048
-16.0,1568,1370.575245
-16.0,1372,1377.656063
-19.0,1235,1384.18904
-20.0,1394,1391.586667
-18.0,1393,1399.019837
-15.0,1555,1405.562981
-20.0,1146,1411.703847
-17.0,1206,1418.492872
-20.0,1251,1425.696083
-18.0,1313,1432.909221
-16.0,1829,1441.211872
-20.0,837,1445.455771
-16.0,1626,1453.792216
-18.0,1233,1459.980567
-21.0,1003,1463.568798
-21.0,905,1468.076461
-20.0,1001,1473.103163
-15.0,1534,1480.74197
-19.0,1155,1486.532127
-18.0,1160,1492.375433
-18.0,1442,1498.413142
-18.0,1459,1506.279151
-13.0,2020,1516.8706
-19.0,1278,1523.480692
-19.0,1246,1528.232412
-20.0,1068,1533.899461
-20.0,950,1538.910011
-19.0,1200,1545.126486
-17.0,1370,1551.989092
-19.0,1207,1556.652767
-19.0,1239,1562.934233
-16.0,1574,1570.908592
-15.0,1598,1579.086216
-20.0,1088,1584.669099
-17.0,1736,1592.003253
-20.0,1138,1597.656091
-14.0,1588,1605.66566
-16.0,1449,1613.110729
-18.0,1471,1619.379175
-14.0,1926,1629.722994
-16.0,1557,1638.020284
-19.0,1392,1645.464586
-16.0,1599,1652.774287
-19.0,1747,1662.327909
-15.0,1541,1670.144404
-17.0,1198,1676.173109
-21.0,885,1679.200539
-19.0,1356,1686.183388
-19.0,1128,1691.885459
-17.0,1546,1700.53766
-20.0,1217,1706.974648
-17.0,1410,1712.801135
-14.0,1905,1724.056177
-17.0,1525,1732.30952
-14.0,2108,1742.045827
-19.0,1197,1748.55959
-19.0,1370,1755.66549
-14.0,1940,1766.080647
-18.0,1560,1772.962996
-19.0,1583,1781.44758
-16.0,1772,1791.051375
-11.0,2020,1801.891785
-19.0,1408,1808.088012
-16.0,1716,1817.291022
-16.0,1599,1825.893057
-19.0,1197,1832.416195
-13.0,1927,1841.432673
-19.0,1229,1848.393947
-18.0,1052,1854.140558
-16.0,1615,1862.962742
-18.0,1617,1870.293363
-18.0,1314,1877.457946
-15.0,1659,1886.528677
-18.0,1212,1892.804173
-12.0,1871,1901.574589
-18.0,1416,1908.869319
-17.0,1493,1916.386198
-15.0,1701,1925.070582
-16.0,1322,1930.232073
-7.0,2468,1942.880836
-18.0,1401,1950.212289
-14.0,1651,1957.787114
-12.0,2187,1970.350821
-7.0,2571,1983.990227
-16.0,1483,1990.571273
-8.0,2467,2005.040175
-18.0,1292,2012.221551
-12.0,2162,2022.369283
-9.0,2565,2036.604806
-15.0,1665,2045.170588
-15.0,1982,2053.64261
-10.0,2466,2066.269634
-7.0,2339,2078.527376
-20.0,1000,2083.869034
-13.0,1595,2092.126242
-10.0,2134,2103.335489
-9.0,2116,2112.920334
-17.0,1920,2123.40293
-4.0,2498,2136.26483
-10.0,2283,2146.482966
-14.0,1815,2155.843733
-13.0,2016,2166.472332
-18.0,1554,2173.064606
-10.0,2235,2184.463102
-15.0,1809,2193.67487
-7.0,2354,2205.134555
-18.0,1494,2212.905315
-11.0,2017,2223.361392
-11.0,2359,2233.872499
-11.0,2082,2244.300267
-6.0,2598,2257.45154
-11.0,1980,2266.103889
-9.0,2234,2277.409833
-13.0,2305,2288.969558
-7.0,2851,2301.943694
-11.0,1864,2311.863554
-12.0,2180,2323.957841
3.0,2887,2337.523799
-7.0,2094,2348.274193
-13.0,2206,2358.553129
-7.0,2313,2370.484514
-6.0,2530,2385.067766
-5.0,2872,2399.000118
-11.0,2133,2410.086725
-14.0,1603,2416.525601
-2.0,3458,2433.899968
4.0,3356,2449.364251
-4.0,2425,2462.098949
-7.0,2556,2475.373159
-6.0,2582,2487.009803
-8.0,2419,2500.131224
-10.0,2165,2509.647537
-15.0,1727,2518.308841
4.0,3079,2533.946995
-12.0,2034,2542.63703
-11.0,2327,2554.49888
-5.0,2831,2568.892182
-11.0,1903,2576.981139
-10.0,2662,2590.380977
4.0,2809,2602.990255
-4.0,2573,2616.227375
-2.0,3011,2631.595838
-4.0,2583,2643.237649
-11.0,1969,2653.774496
-2.0,3095,2668.073158
9.0,2581,2681.423733
-5.0,2549,2693.723346
-5.0,2992,2709.253979
-4.0,3135,2723.77009
7.0,3453,2741.494536
2.0,3517,2757.83988
-1.0,3090,2773.555479
7.0,2475,2784.733676
10.0,2556,2797.621336
-3.0,3045,2813.352948
5.0,3305,2828.849232
7.0,2636,2842.325963
2.0,3141,2857.070705
8.0,2787,2871.268855
2.0,3333,2886.876451
4.0,3044,2902.371454
-1.0,2898,2915.980876
10.0,2765,2930.303124
6.0,2617,2942.128426
6.0,2655,2955.854914
12.0,2504,2968.531546
8.0,2958,2982.068505
3.0,2789,2996.738865
11.0,2304,3007.245959
1.0,3133,3023.643626
6.0,2577,3036.833286
8.0,2586,3053.837277
12.0,2345,3065.459276
6.0,2527,3079.334206
9.0,2301,3091.689878
7.0,2603,3103.927018
6.0,2819,3118.728785
11.0,2298,3129.196981
10.0,2510,3142.225753
11.0,2646,3154.763712
8.0,2444,3168.559483
6.0,2922,3184.930958
11.0,2700,3198.935211
5.0,2768,3213.123771
11.0,2641,3225.022492
7.0,2679,3238.982171
11.0,2715,3252.490873
11.0,2741,3266.349479
11.0,2637,3278.287717
11.0,2594,3291.716573
11.0,2529,3304.605778
11.0,2316,3314.98489
10.0,2377,3327.341369
10.0,2301,3337.743293
11.0,2234,3349.553909
12.0,2636,3363.267049
14.0,2874,3376.574899
12.0,3077,3393.863315
9.0,2874,3407.119356
9.0,3067,3422.915317
12.0,3053,3437.114977
15.0,3069,3453.310174
13.0,2680,3466.413592
8.0,2942,3483.343289
12.0,2422,3495.94477
10.0,3104,3512.121755
7.0,2717,3525.738372
11.0,2453,3538.484805
5.0,3081,3552.622546
12.0,2348,3564.663966
14.0,2421,3577.331468
9.0,2850,3590.718437
8.0,2722,3604.824712
15.0,3042,3619.183649
12.0,3003,3634.798374
15.0,2705,3647.6913
7.0,3051,3664.055976
9.0,2797,3676.935134
9.0,2557,3690.146097
17.0,2719,3704.180529
4.0,3242,3720.768507
15.0,2885,3735.482732
9.0,2880,3748.734117
10.0,2466,3762.452506
12.0,2323,3773.316797
11.0,2482,3786.060369
9.0,2813,3798.835475
15.0,2795,3813.570539
13.0,2606,3826.873501
11.0,2839,3840.522881
11.0,2815,3855.903106
8.0,3227,3872.797081
12.0,2488,3886.981386
11.0,2791,3900.794282
3.0,3042,3917.194533
7.0,2766,3930.016996
15.0,2862,3945.163805
16.0,2985,3959.458452
11.0,2634,3973.046565
16.0,2917,3987.038866
17.0,3026,4004.294918
12.0,2994,4019.022515
16.0,3050,4035.735925
17.0,2960,4049.649292
15.0,2836,4064.113906
16.0,3028,4078.724318
13.0,2761,4093.641535
14.0,3009,4108.004582
13.0,3227,4125.771193
13.0,2795,4138.56616
5.0,2917,4153.507565
16.0,2749,4166.116643
16.0,2976,4181.411167
15.0,2754,4195.46869
17.0,2873,4208.680672
17.0,3167,4224.911705
11.0,2666,4236.930491
14.0,2701,4250.727658
11.0,2556,4262.490819
12.0,2370,4274.596012
12.0,2378,4286.795599
10.0,2339,4297.30685
12.0,2777,4311.39554
10.0,3233,4326.267004
12.0,3213,4342.819096
17.0,3244,4358.107612
15.0,3055,4373.969224
11.0,2542,4385.596122
12.0,3171,4403.38294
12.0,2864,4417.308638
13.0,3225,4433.952132
14.0,2852,4447.097486
11.0,2426,4459.555194
12.0,2698,4473.283923
13.0,2767,4485.692105
17.0,2720,4499.598179
17.0,2863,4512.587862
12.0,2791,4526.77859
10.0,2923,4542.101086
14.0,3119,4558.078509
6.0,2745,4570.601175
14.0,2626,4584.21131
18.0,2904,4597.601428
14.0,2940,4612.866259
16.0,3563,4629.591718
17.0,2869,4645.636107
5.0,3059,4661.080771
7.0,3108,4677.135402
17.0,3018,4690.89012
14.0,3218,4707.411337
18.0,3306,4722.671445
16.0,3011,4738.18782
14.0,3022,4752.141387
16.0,2751,4766.403343
8.0,3315,4781.827302
17.0,3203,4798.220324
14.0,2921,4811.600449
16.0,2948,4826.794647
20.0,3190,4841.706351
20.0,2884,4856.614648
14.0,2437,4869.411126
15.0,3041,4883.620793
17.0,2803,4898.023353
12.0,3205,4913.613893
14.0,3083,4930.005804
11.0,3187,4944.829273
18.0,2746,4959.004318
19.0,2760,4971.309764
11.0,3198,4987.703573
18.0,2984,5001.372591
19.0,3088,5017.256055
17.0,2940,5030.828534
10.0,3310,5047.699358
15.0,2994,5061.292566
17.0,2704,5075.17601
15.0,2894,5088.432024
2.0,3131,5104.642074
14.0,2735,5116.95729
13.0,3198,5133.327637
14.0,2839,5147.819124
13.0,2671,5159.875906
17.0,2642,5173.658904
16.0,3240,5188.919204
15.0,2974,5204.263859
16.0,2600,5216.202213
21.0,2368,5228.491217
18.0,2861,5241.645532
13.0,2715,5255.518127
15.0,2355,5267.505028
12.0,2996,5281.086203
12.0,3084,5296.825539
16.0,2869,5309.827865
12.0,3078,5325.413666
14.0,2861,5338.498942
17.0,2802,5352.76285
17.0,2736,5365.054505
17.0,2580,5378.324838
16.0,2638,5392.090703
16.0,2601,5404.138777
13.0,2379,5416.757547
15.0,2513,5428.62321
19.0,2506,5442.08188
17.0,2563,5454.199789
21.0,2364,5466.832143
19.0,2404,5479.70816
13.0,2757,5492.88891
20.0,2392,5505.74949
17.0,2740,5518.925116
19.0,2495,5532.344079
14.0,2895,5546.351684
11.0,2660,5560.337039
16.0,2801,5575.901553
11.0,2860,5588.853624
12.0,2741,5602.850576
15.0,2566,5614.552506
18.0,2479,5627.549
13.0,2814,5640.378168
18.0,2791,5654.904241
18.0,2479,5667.464915
21.0,2508,5678.520899
15.0,2710,5692.558172
18.0,2496,5703.555887
19.0,2491,5716.687227
14.0,2712,5730.675259
19.0,2476,5742.390145
17.0,2445,5755.518331
20.0,2463,5766.468987
16.0,2508,5779.162496
20.0,2263,5790.887787
20.0,2488,5802.282932
16.0,2547,5815.96509
15.0,2725,5829.105833
18.0,2415,5842.316212
11.0,2677,5854.530413
15.0,2541,5869.143215
15.0,2719,5883.193106
9.0,2878,5897.443839
17.0,2474,5910.009511
11.0,2663,5921.949948
15.0,2743,5935.903762
17.0,2439,5946.927373
17.0,2568,5961.009482
17.0,2574,5974.909334
16.0,2630,5987.323045
20.0,2363,6000.065448
12.0,2861,6014.160643
19.0,2377,6027.153836
18.0,2193,6037.30057
17.0,2449,6050.018941
12.0,2762,6064.238352
14.0,2716,6077.195089
12.0,2393,6089.891594
18.0,2652,6101.938657
19.0,2478,6114.698922
19.0,2473,6127.586021
19.0,2450,6138.729513
16.0,2674,6152.698091
13.0,2851,6166.25392
15.0,2634,6180.442622
14.0,2687,6193.206757
15.0,2702,6207.648689
17.0,2551,6219.675289
15.0,2661,6234.000778
13.0,2968,6249.804322
19.0,2676,6261.865792
19.0,2541,6274.872624
16.0,2489,6285.781491
12.0,2863,6300.462071
