#{"t_start": 1764983017.9035804, "env_id": "ALE/Pong-v5"}
r,l,t
-21.0,946,1432.083239
-19.0,1268,1437.281891
-11.0,1867,1447.141151
-19.0,1307,1453.822142
-14.0,1884,1463.472605
-14.0,1693,1470.60101
-18.0,1140,1476.373382
-19.0,1182,1482.208707
-21.0,1000,1487.188479
-20.0,1185,1493.09968
-15.0,1838,1501.40155
-17.0,1509,1509.497055
-20.0,1190,1515.746246
-19.0,1249,1522.180854
-15.0,1855,1530.079495
-20.0,1027,1535.497504
-17.0,1647,1544.16733
-21.0,1015,1549.37922
-15.0,1418,1555.06352
-14.0,1546,1562.909642
-19.0,1341,1569.756977
-20.0,1046,1574.926647
-18.0,1229,1581.146629
-18.0,1422,1586.939676
-15.0,2075,1597.394168
-19.0,1266,1603.765637
-13.0,1900,1613.533012
-20.0,1190,1618.213377
-19.0,1544,1626.30787
-13.0,1842,1636.336327
-20.0,1038,1641.855378
-17.0,1462,1648.352526
-16.0,1487,1656.450026
-15.0,1548,1664.613066
-17.0,1523,1672.521981
-19.0,1107,1678.08586
-18.0,1376,1683.763165
-12.0,1784,1692.923517
-20.0,1265,1700.03799
-18.0,1133,1705.975872
-16.0,1632,1712.938934
-14.0,1821,1723.48228
-20.0,959,1728.766102
-11.0,1954,1738.960439
-10.0,1816,1747.325461
-18.0,1273,1753.909819
-18.0,1444,1761.651909
-19.0,944,1766.603003
-13.0,2068,1776.22584
-17.0,1390,1783.747395
-13.0,1866,1793.830601
-10.0,2075,1803.5148
-20.0,1302,1810.692022
-18.0,1538,1818.898625
-17.0,1467,1826.925702
-8.0,1989,1836.296073
-19.0,1461,1844.44398
-14.0,1515,1852.780036
-12.0,2140,1862.985411
-15.0,1501,1871.101094
-18.0,1539,1879.574009
-16.0,1356,1886.947946
-16.0,1746,1894.771289
-16.0,1648,1903.712473
-15.0,1603,1911.933619
-8.0,2253,1923.494817
-13.0,1757,1930.949179
-15.0,1805,1940.140763
-14.0,1975,1950.473274
-16.0,1686,1958.262465
-11.0,2229,1971.158437
-12.0,2289,1983.227535
-9.0,2510,1995.747626
-13.0,1813,2006.429414
-8.0,2122,2016.588525
-19.0,1364,2023.941751
-18.0,1360,2031.804999
-15.0,1828,2041.178549
-13.0,1863,2049.192587
-9.0,2069,2059.741555
-18.0,1483,2067.414032
-12.0,2044,2078.160394
-10.0,2519,2091.543162
-9.0,2174,2102.968677
-16.0,1575,2109.671185
-9.0,2308,2122.132498
-15.0,1567,2130.256956
-15.0,1707,2139.006343
-10.0,2105,2148.284282
-19.0,1051,2153.698122
-2.0,2856,2168.729228
-16.0,1733,2176.248781
-12.0,2311,2188.075489
-17.0,1481,2196.402689
-16.0,1903,2204.760023
-21.0,891,2209.273801
-12.0,2150,2220.476034
-10.0,2274,2232.115346
-18.0,1154,2236.365709
-8.0,2363,2248.288709
-14.0,1893,2257.7615
-16.0,1874,2265.896617
-6.0,2451,2278.365973
-14.0,1910,2287.958254
-12.0,2156,2297.257539
-3.0,2808,2312.091191
-16.0,1752,2321.823605
-14.0,1576,2328.944351
-12.0,2056,2339.457008
-13.0,1627,2347.761041
-4.0,2789,2361.140815
-10.0,2119,2372.016613
-19.0,1626,2380.856529
-14.0,1683,2389.577421
-9.0,2540,2402.744929
-15.0,1602,2410.893616
2.0,3275,2425.842823
-4.0,2928,2440.532347
-6.0,2602,2452.208243
-13.0,1782,2461.534453
4.0,3070,2477.516349
2.0,2750,2490.385536
1.0,2822,2505.022805
-11.0,2018,2513.833272
-8.0,2756,2527.77301
-8.0,2941,2541.244263
-10.0,2522,2553.996999
-4.0,3068,2569.625278
-1.0,2996,2583.179889
-1.0,3071,2598.571676
3.0,2963,2612.226112
-8.0,2749,2626.31304
2.0,3039,2640.224736
-3.0,2658,2654.412283
4.0,3449,2670.42594
7.0,2563,2684.192962
3.0,3811,2702.599921
5.0,2887,2717.527314
6.0,2793,2730.301463
1.0,2908,2745.149205
-2.0,3149,2759.71581
-4.0,2821,2774.014969
2.0,2746,2786.517329
6.0,2642,2799.799513
1.0,3027,2815.38965
-2.0,3054,2829.559188
-2.0,2491,2842.395404
-5.0,2648,2854.559403
1.0,3040,2870.133857
6.0,2623,2881.90015
8.0,2597,2895.21022
-2.0,3173,2910.120238
6.0,2595,2923.554455
-1.0,3003,2939.075429
10.0,2685,2951.553189
3.0,2757,2965.465422
9.0,3059,2979.55972
8.0,2938,2994.99229
11.0,2637,3007.301613
8.0,2850,3022.152525
9.0,3050,3038.138737
8.0,2468,3054.378117
8.0,2468,3066.762108
11.0,2321,3079.409223
9.0,2557,3093.229473
4.0,2518,3104.964478
12.0,2262,3116.673412
8.0,2702,3129.355454
8.0,2877,3144.353139
12.0,2413,3155.676237
3.0,2645,3170.855475
13.0,2444,3184.335103
10.0,2470,3197.219956
5.0,2902,3212.084696
6.0,2973,3225.657046
11.0,2353,3237.777672
9.0,2554,3250.408551
13.0,2600,3263.71904
12.0,2641,3277.13488
11.0,2726,3289.682855
10.0,2340,3301.577266
10.0,2286,3311.798436
11.0,2300,3323.61955
12.0,2297,3335.639518
9.0,2484,3347.073846
10.0,2454,3359.927558
12.0,2517,3371.265715
13.0,2776,3386.651156
12.0,3177,3402.066684
6.0,2770,3416.283096
11.0,2951,3430.01878
13.0,2752,3444.190402
9.0,3111,3461.470192
14.0,2674,3474.340741
12.0,2396,3488.40956
12.0,2589,3501.504883
18.0,3044,3517.80681
10.0,2895,3531.938098
12.0,2532,3545.146239
11.0,2678,3557.41187
10.0,2391,3569.692014
13.0,2532,3583.045319
15.0,2613,3595.127345
15.0,3081,3611.083641
17.0,2970,3624.925536
4.0,3235,3642.157646
19.0,2973,3656.116287
14.0,3125,3672.915024
14.0,2575,3684.67037
15.0,2750,3698.894444
17.0,2732,3711.689946
11.0,2746,3726.978167
13.0,2882,3740.174277
14.0,2828,3755.289782
13.0,2304,3768.059394
13.0,2485,3779.447464
11.0,2357,3791.481325
13.0,2454,3802.434286
10.0,2981,3818.158191
14.0,2670,3830.552678
12.0,2824,3845.879625
16.0,2967,3860.277846
3.0,2858,3877.347063
6.0,3167,3893.468494
16.0,2878,3908.569497
11.0,2718,3921.745163
9.0,2941,3937.113106
12.0,3247,3952.899999
13.0,2822,3967.452898
15.0,3006,3982.932928
10.0,3307,3999.818701
13.0,3141,4015.887881
10.0,3037,4032.485461
14.0,3167,4047.77019
18.0,3027,4063.208107
19.0,2970,4077.38986
12.0,2705,4091.946018
12.0,2997,4106.276759
15.0,3067,4123.134174
15.0,2758,4136.032779
14.0,2719,4150.046168
16.0,2818,4164.576444
10.0,2831,4177.599058
11.0,2852,4192.234957
12.0,2895,4205.466268
8.0,3349,4222.676487
10.0,2733,4235.071799
14.0,2408,4247.285855
13.0,2928,4260.969291
10.0,2513,4273.910847
12.0,2538,4286.851977
11.0,2498,4298.12856
17.0,3017,4313.454795
16.0,2756,4325.802079
16.0,3129,4341.948475
15.0,3106,4356.508281
18.0,2933,4371.891525
8.0,2639,4384.000793
9.0,3329,4402.42028
10.0,3015,4417.253045
15.0,2804,4431.68534
11.0,2751,4444.318512
14.0,2423,4456.765429
13.0,2584,4469.918328
11.0,2676,4481.815956
16.0,2856,4496.335125
16.0,2914,4509.678124
14.0,2604,4522.911179
16.0,2972,4538.075963
16.0,2982,4553.601577
12.0,2321,4565.427847
14.0,2531,4577.078578
17.0,2642,4590.651232
18.0,3025,4604.760814
18.0,2767,4618.997243
14.0,2913,4632.38917
14.0,2485,4646.662604
12.0,2844,4660.884991
14.0,3062,4676.841939
7.0,3560,4693.524565
15.0,3066,4709.103745
14.0,3266,4724.237794
9.0,3201,4740.68934
13.0,2882,4753.900239
8.0,3388,4771.413933
15.0,3040,4785.287435
14.0,3105,4801.31147
5.0,3273,4816.228383
-2.0,3533,4834.45438
17.0,3250,4849.719314
20.0,2732,4863.931537
16.0,2788,4876.965292
15.0,3573,4895.505003
15.0,3181,4910.522616
10.0,3297,4928.51447
14.0,3323,4944.017398
17.0,2877,4958.879126
16.0,2789,4971.366277
7.0,3046,4986.973898
20.0,3205,5001.839371
12.0,3152,5017.986297
14.0,2902,5031.410363
14.0,2997,5046.763576
17.0,2922,5059.92693
18.0,2855,5074.635899
20.0,2615,5086.482034
17.0,2684,5100.359853
11.0,2779,5114.788341
21.0,2704,5126.95273
18.0,2476,5139.746353
14.0,2574,5151.217354
14.0,3174,5167.680399
15.0,3072,5182.162662
21.0,2958,5197.381329
14.0,2875,5210.773235
18.0,2765,5225.242481
18.0,2722,5239.086893
17.0,2690,5251.441275
14.0,2279,5263.105675
14.0,2991,5276.745026
19.0,3102,5292.477279
14.0,2593,5303.968026
11.0,3017,5319.165248
16.0,2789,5331.826862
18.0,2769,5345.983367
18.0,2833,5360.44807
20.0,2661,5372.419359
18.0,2651,5386.16714
7.0,3276,5401.852388
9.0,2996,5417.73439
15.0,2536,5429.73443
21.0,2379,5442.423503
18.0,2402,5453.53529
16.0,2731,5468.183439
10.0,3213,5485.471362
16.0,2925,5499.6156
19.0,2617,5513.710173
16.0,2642,5526.404778
17.0,2703,5540.872021
14.0,2672,5553.516811
17.0,2754,5567.988034
16.0,2547,5580.442627
17.0,2499,5593.143154
19.0,2624,5606.660506
18.0,2571,5618.464283
20.0,2484,5631.354336
21.0,2368,5641.982387
17.0,2664,5655.718467
17.0,2836,5668.429763
16.0,2751,5682.494644
16.0,2781,5696.84951
20.0,2467,5707.790218
21.0,2379,5720.347551
16.0,2877,5733.915211
21.0,2430,5746.953207
13.0,2645,5760.858793
21.0,2368,5771.183952
20.0,2378,5783.331524
16.0,2861,5796.519941
17.0,2686,5810.842117
21.0,2368,5821.919092
13.0,2624,5836.404144
16.0,2567,5849.776715
15.0,2654,5862.615498
16.0,2444,5875.984927
12.0,2903,5890.432576
10.0,2736,5904.382556
20.0,2466,5915.244644
18.0,2697,5929.075167
14.0,2822,5943.351151
18.0,2585,5955.583513
18.0,2460,5968.87709
15.0,2548,5980.718063
12.0,2710,5995.350358
18.0,2246,6006.100099
20.0,2556,6020.190226
12.0,2494,6033.815845
16.0,2351,6044.583891
21.0,2368,6056.723467
17.0,2505,6068.315069
20.0,2471,6081.432398
19.0,2625,6095.243183
17.0,2663,6107.276896
15.0,2570,6120.57667
20.0,2466,6131.851352
18.0,2536,6145.105969
16.0,2615,6158.977075
20.0,2437,6170.312531
13.0,2860,6185.596375
14.0,2752,6198.522911
18.0,2784,6213.513884
10.0,3234,6229.368938
21.0,2368,6241.984636
13.0,2776,6254.873233
20.0,2427,6267.399799
11.0,2625,6280.732547
20.0,2392,6291.305207
10.0,2649,6304.991841
