#{"t_start": 1764983017.896959, "env_id": "ALE/Pong-v5"}
r,l,t
-21.0,983,362.785658
-20.0,902,367.216605
-21.0,961,371.999075
-21.0,764,375.772555
-21.0,903,380.239782
-21.0,852,384.494195
-21.0,826,387.158241
-21.0,886,391.482228
-20.0,958,396.442734
-19.0,1050,401.631321
-21.0,824,405.725659
-21.0,904,410.227499
-21.0,764,413.989311
-21.0,1175,418.320715
-21.0,912,422.752279
-20.0,1070,428.061126
-21.0,853,432.288697
-21.0,903,436.696725
-20.0,1053,441.885227
-21.0,873,446.213241
-21.0,904,449.453341
-21.0,1006,454.673608
-21.0,932,459.366055
-21.0,1129,465.199168
-19.0,987,470.133436
-21.0,1034,475.792275
-20.0,950,479.351039
-21.0,764,483.200538
-21.0,887,487.962044
-21.0,887,492.466531
-19.0,1171,498.24431
-21.0,905,502.788202
-20.0,915,507.2751
-21.0,1006,510.792628
-20.0,1081,516.166611
-21.0,1010,521.252597
-21.0,1066,526.910587
-21.0,851,531.66189
-21.0,1148,537.451149
-21.0,825,540.138728
-21.0,1147,545.937573
-20.0,1119,551.547849
-20.0,963,556.422841
-20.0,1183,562.551987
-20.0,995,567.63416
-21.0,792,570.183416
-21.0,944,574.887051
-21.0,989,580.359883
-21.0,1054,585.91426
-20.0,1070,591.28268
-20.0,1072,596.554262
-20.0,1098,602.119348
-20.0,940,605.400969
-21.0,914,609.963057
-20.0,1018,615.096059
-21.0,1261,621.374985
-21.0,824,625.50528
-21.0,886,629.924196
-20.0,1045,633.656123
-20.0,1082,639.037868
-21.0,1053,644.249678
-21.0,884,648.695899
-21.0,1041,653.868807
-20.0,988,658.784449
-20.0,1208,663.409424
-21.0,1086,668.865847
-18.0,1311,675.49421
-19.0,938,680.117204
-19.0,1058,685.321994
-21.0,974,690.251016
-21.0,1128,695.513147
-21.0,1114,702.308169
-21.0,1405,709.822052
-21.0,1149,715.731726
-21.0,792,719.841673
-21.0,992,724.926649
-21.0,1427,730.849657
-20.0,1084,736.328924
-20.0,1099,741.87911
-21.0,1063,747.16187
-21.0,1122,752.818466
-19.0,1298,757.987521
-20.0,976,762.867411
-21.0,886,767.241618
-17.0,1501,774.728513
-20.0,1171,780.729162
-18.0,1269,786.969141
-21.0,886,790.083406
-20.0,952,794.80706
-21.0,1029,800.016118
-21.0,968,804.869423
-21.0,904,809.474141
-20.0,1039,814.619259
-20.0,1321,819.707311
-20.0,1125,825.286549
-21.0,852,829.497691
-21.0,975,834.432593
-21.0,1064,839.93981
-20.0,1190,845.944517
-19.0,1297,850.989966
-18.0,1195,857.081702
-20.0,1059,862.479601
-21.0,1080,867.802798
-20.0,1027,872.869341
-21.0,946,877.887248
-19.0,1075,882.204946
-18.0,1160,888.099275
-21.0,1169,893.934924
-20.0,1515,901.505085
-19.0,1236,907.935955
-19.0,1090,912.008996
-20.0,982,917.078042
-20.0,1248,923.713163
-21.0,1122,929.395276
-19.0,1106,935.389099
-21.0,1310,940.736038
-19.0,1373,948.192486
-20.0,958,953.196268
-21.0,783,957.282798
-19.0,1098,962.923255
-19.0,1112,968.880423
-19.0,1104,976.908606
-18.0,1245,983.573261
-21.0,1024,989.049822
-20.0,1227,995.983549
-20.0,1028,1001.648882
-19.0,1460,1007.672209
-21.0,1094,1013.365196
-21.0,1093,1018.975418
-19.0,1096,1024.678004
-19.0,1365,1031.668136
-21.0,911,1034.836228
-21.0,872,1039.200513
-19.0,1016,1044.45574
-19.0,1120,1050.72904
-21.0,974,1056.440768
-20.0,1400,1062.681607
-17.0,1281,1069.954763
-17.0,1440,1079.077526
-19.0,1195,1088.467588
-20.0,999,1094.346632
-18.0,1347,1104.803037
-21.0,843,1111.728109
-20.0,1116,1121.088165
-18.0,1287,1130.180673
-18.0,1410,1141.984726
-18.0,1171,1152.096565
-20.0,940,1158.840442
-17.0,1124,1166.713203
-16.0,1411,1176.766558
-20.0,1069,1184.525501
-20.0,1070,1192.992931
-19.0,1248,1204.671749
-19.0,1277,1216.136466
-19.0,1104,1224.902981
-21.0,884,1232.958275
-17.0,1212,1243.385733
-18.0,1136,1251.373331
-21.0,903,1258.684952
-18.0,1421,1271.135983
-20.0,1206,1278.124851
-21.0,853,1282.532019
-19.0,1205,1288.709171
-20.0,1202,1294.753626
-19.0,1236,1300.96704
-15.0,1666,1309.397529
-19.0,1035,1313.216684
-18.0,1345,1319.921193
-16.0,1705,1328.591082
-18.0,1258,1334.828827
-18.0,1230,1340.990185
-21.0,1067,1344.797981
-17.0,1552,1352.592054
-16.0,1444,1359.989074
-20.0,1049,1365.120808
-21.0,905,1369.695024
-19.0,1465,1375.488332
-20.0,984,1380.593802
-20.0,1368,1387.893087
-18.0,1451,1395.65049
-19.0,1139,1401.487669
-13.0,1761,1409.338435
-18.0,1385,1416.781168
-18.0,1179,1423.646956
-19.0,1104,1429.389342
-17.0,1647,1436.925226
-18.0,1212,1443.520112
-21.0,884,1447.974122
-14.0,1558,1456.016065
-20.0,1019,1461.069395
-18.0,1229,1465.81361
-19.0,1395,1472.988697
-17.0,1244,1479.161177
-17.0,1210,1485.142079
-17.0,1618,1493.361985
-14.0,1554,1500.046441
-17.0,1551,1508.221051
-18.0,1711,1517.119684
-16.0,1732,1524.447109
-16.0,1581,1532.649897
-15.0,1434,1540.435881
-19.0,1378,1547.63548
-19.0,1434,1554.90074
-18.0,1363,1560.342732
-19.0,1348,1567.202207
-18.0,1233,1573.444153
-19.0,1487,1581.039222
-17.0,1594,1587.677542
-15.0,1463,1595.009318
-12.0,2034,1605.327527
-20.0,1312,1612.039372
-18.0,1450,1617.971143
-18.0,1370,1625.171768
-18.0,1387,1632.67226
-15.0,1483,1640.723885
-15.0,1522,1647.419028
-19.0,1467,1655.452143
-12.0,1864,1665.38814
-17.0,1463,1672.864005
-20.0,985,1677.917346
-13.0,1893,1686.171879
-19.0,1522,1694.31757
-18.0,1435,1702.137449
-14.0,1968,1710.918876
-16.0,1523,1719.785615
-17.0,1513,1728.272472
-13.0,1653,1736.841286
-13.0,1779,1745.155583
-14.0,1812,1754.76581
-14.0,1747,1764.188641
-19.0,1327,1771.386643
-17.0,1481,1777.970958
-16.0,1819,1787.863976
-17.0,1358,1795.076845
-12.0,1969,1804.34411
-13.0,1972,1815.186152
-14.0,1981,1825.780927
-14.0,1830,1834.269788
-15.0,1709,1843.614871
-14.0,1664,1852.971169
-19.0,1251,1859.631455
-11.0,1923,1868.570753
-11.0,1834,1878.514175
-17.0,1400,1885.950218
-20.0,1311,1892.963557
-9.0,2232,1903.629158
-17.0,1575,1911.677971
-11.0,2023,1922.010252
-14.0,1583,1928.561686
-19.0,1074,1933.967418
-12.0,1884,1943.685342
-17.0,1832,1953.500219
-16.0,1539,1960.375726
-16.0,1753,1970.31837
-11.0,2191,1982.006972
-17.0,1374,1987.886995
-15.0,1854,1998.451598
-18.0,1643,2008.564723
-13.0,1666,2017.420045
-16.0,1767,2025.649431
-17.0,1860,2035.827049
-17.0,1341,2042.75853
-10.0,2288,2052.787129
-17.0,1585,2060.996804
-17.0,1817,2070.516688
-11.0,2514,2083.659711
-10.0,2098,2094.665831
-14.0,1967,2104.827961
-10.0,1907,2113.4085
-14.0,1630,2122.138299
-19.0,1169,2128.212494
-14.0,1668,2136.664412
-14.0,1605,2143.397325
-11.0,2104,2154.286742
-4.0,3184,2171.21492
-10.0,2307,2181.582971
-9.0,2385,2193.823328
-10.0,2116,2203.924574
-8.0,2838,2218.733762
-7.0,2553,2231.885978
-14.0,1665,2238.746909
-12.0,1942,2248.548974
-19.0,1198,2254.58743
-14.0,1707,2263.311209
-13.0,2421,2274.072051
-13.0,2020,2284.17835
-17.0,1406,2291.244946
-15.0,2111,2300.343458
-11.0,2028,2311.030272
-6.0,2328,2323.831632
3.0,2708,2336.556141
5.0,3342,2354.169714
-11.0,1931,2362.648032
-15.0,1585,2370.721062
-15.0,1823,2380.580886
-4.0,2693,2394.689721
-5.0,2532,2407.897534
-11.0,1828,2416.926941
-11.0,2502,2428.071825
-10.0,2423,2440.269776
-2.0,2834,2453.031801
-5.0,2519,2466.495064
-2.0,2999,2480.442754
-5.0,3171,2497.534934
-6.0,2331,2509.321927
-7.0,2342,2519.760393
-7.0,2750,2533.825986
5.0,2970,2547.421996
-4.0,2659,2560.992988
-7.0,2778,2573.622641
-2.0,2889,2588.233168
-8.0,2675,2601.56321
-8.0,2774,2614.167148
3.0,3048,2629.785362
-4.0,2765,2642.306176
9.0,2736,2656.853191
-6.0,2631,2668.699152
-3.0,2882,2683.932339
4.0,2877,2697.4957
-6.0,2517,2710.584619
4.0,3485,2726.873572
6.0,2784,2741.231124
-1.0,2740,2755.162622
2.0,3023,2769.070792
-7.0,2306,2780.926752
5.0,2953,2794.329359
6.0,2655,2807.777073
-1.0,3353,2823.550907
5.0,2523,2836.367954
-10.0,2099,2847.164042
11.0,2334,2857.717146
4.0,2757,2871.822297
3.0,3190,2886.665405
8.0,2465,2899.187267
6.0,3166,2914.079168
4.0,2733,2928.25826
10.0,2787,2941.013481
9.0,2459,2953.695005
3.0,2703,2967.396569
10.0,2720,2979.720941
8.0,3062,2995.733867
3.0,2577,3007.658288
4.0,2816,3022.280128
10.0,2435,3034.487103
9.0,2428,3050.274877
6.0,2759,3064.980126
3.0,2923,3081.09443
10.0,2666,3093.80084
8.0,2574,3107.31199
9.0,2646,3121.210204
11.0,2600,3133.118013
11.0,2613,3146.790282
12.0,2280,3157.869519
1.0,2761,3173.720051
13.0,2504,3187.11341
11.0,2281,3198.964293
12.0,2299,3210.594955
9.0,2991,3224.337066
8.0,2444,3236.920865
12.0,2376,3248.394842
7.0,2662,3262.248116
13.0,2409,3274.582738
14.0,2422,3285.589713
14.0,2666,3299.275346
6.0,2572,3310.848041
10.0,2267,3322.41069
10.0,2410,3335.071808
12.0,2429,3346.200122
6.0,2534,3359.599192
11.0,2884,3372.804906
7.0,3096,3390.257649
8.0,2882,3403.741088
13.0,2904,3418.789824
13.0,2672,3431.044096
15.0,2591,3444.4347
14.0,2648,3458.841146
13.0,2728,3471.924026
8.0,2760,3488.225929
9.0,2990,3503.34391
10.0,2910,3518.836349
14.0,2613,3531.336348
13.0,2544,3544.520943
14.0,2572,3556.061194
10.0,2774,3570.557346
12.0,2588,3584.056321
15.0,2601,3596.05077
9.0,3163,3612.585479
19.0,2940,3626.217098
7.0,2854,3641.420964
12.0,2776,3654.366904
8.0,2909,3669.951423
13.0,2412,3680.807677
13.0,2462,3693.537875
9.0,3184,3708.466795
15.0,2691,3723.787551
11.0,3004,3737.573379
12.0,2836,3752.605262
10.0,2672,3767.438779
12.0,2260,3777.681824
9.0,2596,3790.978772
12.0,2655,3802.95586
12.0,2920,3818.449862
13.0,2662,3830.811425
10.0,2766,3845.790134
15.0,2952,3860.183465
11.0,2985,3878.072063
8.0,2832,3892.228069
10.0,3011,3908.234147
9.0,2904,3922.409185
15.0,2635,3936.150926
13.0,3294,3952.008729
10.0,3136,3968.421407
17.0,3261,3983.839841
16.0,3016,4000.750492
9.0,3313,4017.687265
10.0,3263,4035.541088
19.0,3019,4049.813702
10.0,3102,4065.715065
12.0,2655,4078.313074
10.0,2408,4091.234778
15.0,2590,4104.986883
10.0,3107,4120.326028
14.0,2984,4136.122926
8.0,2451,4147.135202
11.0,2801,4161.469656
9.0,3102,4175.928341
14.0,2598,4189.247511
14.0,2782,4201.975798
6.0,3110,4217.905292
14.0,2708,4230.217099
12.0,3040,4245.770504
11.0,2893,4259.316101
13.0,2290,4271.190194
12.0,2723,4285.112101
14.0,2408,4295.758589
11.0,2998,4311.013171
17.0,3312,4326.306836
17.0,3066,4342.040704
11.0,2797,4355.016711
10.0,3100,4371.183565
13.0,2659,4383.498202
15.0,2871,4399.42925
14.0,3039,4414.64031
11.0,2946,4429.770117
7.0,2775,4442.5072
14.0,2672,4456.18202
13.0,2476,4468.786026
14.0,2749,4481.164951
10.0,3068,4496.927193
15.0,3015,4510.761438
16.0,3032,4526.21219
14.0,2720,4540.48535
17.0,2824,4554.844937
9.0,2610,4566.653829
13.0,2517,4579.832351
11.0,2868,4594.64052
12.0,3161,4609.413062
20.0,3112,4625.36514
11.0,2946,4639.312709
12.0,2679,4654.678612
14.0,2715,4667.856052
16.0,2864,4682.467271
13.0,3478,4698.664648
18.0,3064,4714.332161
15.0,3105,4728.694189
15.0,3270,4745.557831
12.0,3051,4759.720578
13.0,2909,4774.63402
19.0,3047,4788.500339
20.0,3125,4804.629165
17.0,3079,4818.532031
20.0,2924,4833.625922
19.0,3081,4847.994438
14.0,2941,4863.336087
15.0,2516,4874.887634
13.0,3187,4891.372744
16.0,3071,4905.745418
14.0,3249,4923.604991
8.0,3334,4939.138685
11.0,3291,4956.145472
9.0,2871,4969.148641
11.0,3233,4985.662241
14.0,3229,5000.66979
12.0,3145,5016.783767
20.0,3041,5030.985736
17.0,3351,5048.164924
14.0,2941,5061.45792
9.0,3356,5078.799081
15.0,2835,5091.835912
14.0,2904,5106.797958
11.0,2841,5119.656515
17.0,2819,5134.125538
13.0,2782,5148.370172
19.0,2508,5159.662858
16.0,2994,5175.313075
19.0,3210,5190.288235
20.0,2455,5202.889656
16.0,2818,5215.98012
18.0,2751,5230.222605
19.0,2682,5242.325784
11.0,2732,5256.320964
7.0,3193,5271.044868
16.0,2920,5285.800617
17.0,2843,5300.206367
14.0,2871,5313.150353
18.0,3089,5328.864294
11.0,3074,5343.033492
17.0,2812,5357.479759
18.0,2563,5368.923993
18.0,2747,5383.102471
14.0,2904,5396.797302
10.0,2648,5410.629297
13.0,2439,5423.677263
9.0,2830,5437.207517
17.0,2736,5451.685823
16.0,2658,5464.437169
10.0,2609,5478.393727
15.0,2781,5491.683474
19.0,2483,5505.016505
19.0,2506,5516.956785
17.0,2683,5531.405397
15.0,2711,5545.946593
17.0,2614,5558.235946
9.0,2966,5574.808388
12.0,2688,5586.831657
7.0,3007,5602.216193
18.0,2859,5615.406886
18.0,2644,5629.213513
14.0,2504,5640.530729
10.0,2912,5655.639184
19.0,2498,5668.390722
19.0,2610,5680.082014
17.0,2721,5694.147746
17.0,2475,5705.017329
12.0,2839,5720.025639
18.0,2669,5732.386733
17.0,2595,5746.483286
15.0,2618,5760.395363
18.0,2565,5771.759329
19.0,2475,5784.462675
18.0,2500,5795.836516
13.0,2810,5810.74765
19.0,2469,5822.366913
17.0,2795,5837.892168
18.0,2642,5851.69536
10.0,2699,5865.263489
14.0,2420,5878.069369
18.0,2580,5890.772898
13.0,3107,5906.692046
17.0,2620,5918.489412
18.0,2503,5931.216648
18.0,2430,5943.604036
17.0,2559,5955.79723
17.0,2639,5970.155788
11.0,2811,5983.516588
18.0,2559,5997.245675
16.0,2438,6009.008482
16.0,2598,6023.37673
13.0,2784,6036.674844
9.0,2657,6050.590442
19.0,2552,6063.808903
21.0,2559,6075.98877
12.0,2702,6090.311763
14.0,2825,6103.241714
14.0,2891,6118.154044
20.0,2423,6129.223972
13.0,2803,6143.938009
21.0,2381,6156.606761
14.0,2672,6169.183743
12.0,2618,6183.144162
11.0,2778,6196.337602
19.0,2506,6209.732922
20.0,2643,6222.241361
16.0,2661,6236.67932
15.0,2811,6249.971863
20.0,2471,6262.765568
21.0,2446,6275.296734
17.0,2678,6287.230066
14.0,2741,6301.347691
