#{"t_start": 1764983017.9901137, "env_id": "ALE/Pong-v5"}
r,l,t
-21.0,882,321.801772
-21.0,764,324.089039
-20.0,1040,329.323602
-21.0,884,333.753416
-21.0,886,338.226103
-20.0,959,343.078298
-21.0,947,347.789054
-21.0,1113,353.378292
-21.0,1064,357.255085
-21.0,872,361.610996
-21.0,1026,366.62864
-21.0,921,371.148839
-19.0,998,376.143402
-21.0,977,380.969607
-20.0,1222,385.706651
-20.0,1019,390.620674
-20.0,878,395.100987
-20.0,842,399.480363
-21.0,912,403.970751
-20.0,1028,409.06498
-21.0,852,413.222925
-19.0,1017,416.764272
-21.0,975,421.597367
-21.0,825,425.740125
-21.0,792,429.577961
-21.0,845,433.790311
-21.0,884,438.137536
-21.0,783,442.042567
-21.0,944,446.69571
-20.0,949,450.242091
-20.0,842,454.579463
-20.0,962,459.460094
-20.0,1071,465.130041
-19.0,1187,471.201446
-21.0,764,475.425155
-20.0,959,479.141701
-20.0,1183,485.42601
-21.0,904,490.052797
-20.0,1147,495.754551
-21.0,1161,501.53701
-21.0,884,506.073631
-20.0,933,509.237896
-18.0,1354,516.07444
-21.0,1033,521.339144
-21.0,900,525.989254
-21.0,915,531.12895
-21.0,881,535.562232
-19.0,1135,539.881606
-21.0,848,544.194202
-21.0,965,549.068976
-21.0,947,553.866935
-21.0,852,558.186985
-19.0,1160,564.292759
-19.0,1128,570.104393
-20.0,1146,574.348429
-21.0,913,579.385538
-20.0,1110,585.385978
-21.0,852,589.731028
-21.0,1139,595.396993
-21.0,1033,600.475748
-20.0,883,603.533627
-21.0,764,607.20488
-21.0,949,611.881165
-21.0,952,616.612748
-21.0,1067,621.98733
-20.0,1121,627.656371
-21.0,1066,631.513742
-21.0,903,635.887438
-20.0,960,640.70261
-21.0,966,645.582313
-19.0,1218,651.72772
-21.0,884,656.060978
-21.0,870,660.391178
-18.0,1170,664.809775
-20.0,1070,670.062276
-20.0,1358,676.936415
-19.0,1192,682.880521
-19.0,1116,688.45293
-20.0,1075,694.199036
-21.0,824,698.546692
-20.0,1160,705.064714
-19.0,1209,711.424878
-21.0,1093,717.048303
-21.0,1025,722.273307
-19.0,1011,725.870673
-20.0,903,730.496712
-20.0,957,735.36237
-21.0,972,740.229525
-20.0,1143,745.927786
-21.0,884,750.269151
-20.0,958,755.110179
-19.0,1268,759.994132
-21.0,912,764.707051
-19.0,1035,769.825985
-20.0,1020,774.882308
-18.0,1275,781.289411
-19.0,997,786.226322
-19.0,1058,790.189633
-21.0,1228,796.378608
-20.0,1071,801.72832
-21.0,914,806.316653
-20.0,1149,812.051139
-20.0,1168,816.419125
-21.0,1006,821.476213
-21.0,1094,826.810026
-20.0,1386,833.771674
-21.0,884,838.213486
-20.0,1254,844.597862
-20.0,975,847.876966
-20.0,1011,853.049421
-20.0,1048,858.403534
-19.0,1381,865.25398
-19.0,1007,870.236269
-21.0,1002,875.23088
-21.0,1002,879.429604
-20.0,1123,885.209236
-20.0,1160,890.971776
-21.0,957,895.823185
-19.0,1169,901.652455
-21.0,973,906.604916
-20.0,1004,910.162963
-20.0,1058,915.624925
-20.0,1243,922.138034
-21.0,976,927.073023
-21.0,940,931.816851
-19.0,1047,937.562726
-20.0,1017,941.482564
-19.0,1116,947.583435
-19.0,1301,954.537113
-19.0,1068,960.003144
-20.0,1077,965.50414
-21.0,1210,974.329642
-20.0,1384,981.847423
-18.0,1252,988.423672
-20.0,856,993.23519
-19.0,1117,999.412357
-17.0,1617,1006.480941
-19.0,1464,1014.107912
-20.0,958,1019.059738
-17.0,1510,1026.933027
-16.0,1396,1032.639528
-18.0,1195,1038.771513
-20.0,1199,1045.078696
-16.0,1608,1054.609154
-21.0,899,1059.431982
-19.0,1023,1063.402772
-19.0,1180,1070.044019
-20.0,1131,1076.827188
-20.0,1259,1086.439629
-18.0,1122,1093.691888
-18.0,1341,1103.878438
-19.0,1123,1113.051033
-18.0,1485,1125.336698
-21.0,1086,1133.196149
-19.0,950,1141.231791
-21.0,956,1149.319565
-19.0,1263,1158.86996
-19.0,1184,1167.192578
-18.0,1265,1175.934807
-19.0,1232,1185.292649
-21.0,975,1193.097195
-21.0,764,1200.404854
-19.0,1157,1210.545115
-20.0,1019,1218.123579
-19.0,1152,1228.970158
-19.0,1094,1238.414571
-19.0,1165,1248.092292
-20.0,990,1255.136153
-21.0,886,1262.433467
-20.0,902,1270.386164
-21.0,1067,1278.242985
-20.0,1226,1283.348718
-17.0,1585,1291.408975
-19.0,1121,1297.031512
-19.0,1193,1303.035032
-19.0,1241,1309.304737
-17.0,1486,1315.381376
-19.0,1164,1321.327935
-17.0,1273,1327.685087
-21.0,852,1331.91431
-14.0,1636,1340.088995
-18.0,1322,1345.19133
-18.0,1338,1351.877586
-17.0,1514,1359.584715
-20.0,1241,1365.749885
-14.0,1737,1373.022623
-16.0,1446,1380.521928
-16.0,1556,1388.820158
-19.0,1363,1396.075854
-17.0,1244,1401.052369
-19.0,1233,1407.374698
-17.0,1648,1416.365743
-16.0,1431,1424.845609
-19.0,1191,1431.165606
-19.0,1316,1436.831282
-16.0,1580,1445.252661
-20.0,1344,1452.219772
-17.0,1457,1459.607576
-15.0,1416,1465.222592
-20.0,1131,1471.003829
-18.0,1457,1478.257034
-19.0,937,1482.876162
-20.0,1048,1488.11049
-19.0,1186,1494.046457
-18.0,1376,1499.869038
-20.0,1097,1505.722335
-18.0,1421,1513.135395
-20.0,976,1518.242255
-18.0,1029,1523.472404
-20.0,1899,1531.688705
-19.0,1196,1538.07182
-18.0,1245,1544.585407
-17.0,1426,1551.791709
-14.0,1593,1558.409995
-18.0,1595,1566.604444
-12.0,2034,1576.966137
-18.0,1371,1583.875739
-18.0,1339,1589.125491
-21.0,1082,1594.507061
-16.0,1523,1602.212491
-13.0,1837,1611.621982
-19.0,1206,1616.407811
-17.0,1141,1622.324522
-19.0,1430,1629.963033
-17.0,1780,1639.513257
-20.0,1388,1646.996898
-17.0,1217,1652.095622
-18.0,1809,1661.885472
-13.0,1804,1671.183413
-19.0,1183,1677.228617
-18.0,1512,1683.413568
-15.0,1993,1693.908171
-18.0,1702,1703.391627
-15.0,1748,1710.995404
-16.0,1694,1720.877566
-21.0,1492,1729.111007
-16.0,1707,1738.047137
-14.0,1847,1746.548938
-14.0,1858,1756.33225
-18.0,1342,1763.561921
-16.0,1498,1771.496364
-17.0,1350,1777.270512
-16.0,1463,1785.160012
-16.0,1672,1794.270252
-14.0,1998,1803.601646
-18.0,1393,1811.180066
-16.0,1334,1818.206793
-19.0,1262,1825.058789
-15.0,1591,1832.271365
-19.0,1338,1839.537596
-15.0,1843,1849.750702
-12.0,1750,1859.330578
-16.0,1629,1866.643054
-8.0,2630,1880.963778
-17.0,1814,1890.771386
-15.0,1561,1898.013781
-14.0,1920,1907.99341
-16.0,1397,1915.023453
-17.0,1626,1923.320788
-15.0,2109,1932.706613
-15.0,1571,1940.63299
-14.0,1723,1949.465538
-16.0,1506,1956.133904
-16.0,1695,1965.82375
-11.0,2140,1977.684629
-10.0,2332,1988.517243
-17.0,1525,1997.297706
-13.0,1797,2008.174383
-9.0,2643,2020.625288
-16.0,1587,2029.836668
-15.0,1949,2040.098077
-17.0,1701,2047.189848
-19.0,1517,2054.853452
-15.0,1736,2063.707798
-14.0,1739,2073.409365
-12.0,2285,2084.793237
-9.0,2283,2096.858202
-16.0,1883,2106.63202
-13.0,1772,2114.394868
-10.0,2397,2127.211735
-8.0,2722,2139.657598
-15.0,1603,2147.924208
-16.0,1904,2157.81407
-9.0,2222,2169.458978
-12.0,2804,2182.500407
-1.0,2896,2198.181638
-11.0,1867,2206.449258
-13.0,2228,2218.133662
-14.0,2043,2228.687521
-14.0,1909,2236.847207
-13.0,1887,2246.408408
-10.0,2157,2257.344477
-6.0,2473,2268.605314
-8.0,2203,2279.717556
-12.0,2020,2289.837027
-7.0,2287,2299.897172
-4.0,2848,2314.802672
-7.0,2508,2327.473156
-5.0,2221,2338.808937
-1.0,3584,2356.201
-8.0,2403,2368.679655
-10.0,2278,2380.973625
-10.0,2261,2392.687993
-9.0,2258,2404.372934
-15.0,1852,2413.872896
-15.0,1766,2421.11337
-1.0,3050,2436.470916
-9.0,2558,2447.866061
-9.0,2107,2458.751882
1.0,3525,2477.152855
-3.0,2755,2489.98725
4.0,3112,2506.333853
-9.0,2263,2516.354573
2.0,2936,2531.236019
-2.0,3102,2545.532889
-7.0,2800,2559.724399
8.0,2883,2572.795494
-5.0,2728,2586.588096
7.0,2912,2601.153333
-6.0,2774,2613.8828
3.0,2826,2628.220332
-4.0,2777,2640.893771
2.0,3355,2658.752913
-7.0,2398,2669.360316
-6.0,2487,2682.305725
8.0,3456,2699.077149
1.0,3410,2716.690478
1.0,3365,2732.528109
5.0,2786,2746.647198
1.0,3389,2762.378255
1.0,3016,2777.679751
3.0,2698,2789.838749
10.0,2458,2802.379649
-9.0,2163,2813.489318
9.0,2829,2826.44785
2.0,3400,2843.880118
1.0,2935,2857.546042
10.0,2437,2869.955215
7.0,3357,2885.647735
-5.0,2266,2897.20493
12.0,2262,2907.423226
7.0,2664,2921.325685
9.0,2696,2935.201093
11.0,2375,2945.989372
5.0,2867,2960.624763
7.0,2884,2973.782884
6.0,3013,2989.287512
5.0,2902,3003.00326
9.0,2813,3017.723413
9.0,2593,3030.265882
11.0,2386,3044.764846
11.0,2334,3059.572152
7.0,2724,3073.115561
3.0,2792,3088.294119
12.0,2423,3099.51099
4.0,2623,3113.206895
10.0,2365,3124.199839
11.0,2400,3136.60527
12.0,2298,3148.62
13.0,2286,3159.896169
8.0,2842,3176.488773
12.0,2552,3189.696998
9.0,2366,3201.814322
11.0,2661,3215.436742
11.0,2614,3227.064849
10.0,2732,3241.213688
13.0,2948,3255.841388
9.0,2571,3268.894608
5.0,3059,3283.086002
9.0,2628,3296.617286
10.0,2471,3307.569286
4.0,2763,3321.727039
12.0,2219,3333.376226
13.0,2437,3344.582084
11.0,2522,3357.987233
12.0,2790,3370.674052
5.0,3080,3387.681665
14.0,2862,3401.475986
11.0,2773,3415.744982
13.0,2924,3430.770433
11.0,2981,3444.713
16.0,2696,3459.441957
8.0,2721,3472.665694
12.0,2213,3485.661871
14.0,2628,3498.95542
16.0,2662,3512.6717
12.0,2708,3526.233163
12.0,2277,3538.108914
12.0,2768,3552.193374
7.0,2875,3565.504032
10.0,2472,3578.57082
8.0,2807,3591.690388
17.0,2800,3606.125979
12.0,3464,3622.58525
7.0,2901,3638.044381
12.0,2933,3651.812065
11.0,2932,3667.537229
10.0,2608,3679.402729
12.0,2691,3693.420831
12.0,2896,3706.847159
14.0,2844,3722.936125
14.0,3002,3736.7875
14.0,2531,3749.881794
12.0,2338,3762.882264
9.0,2506,3774.787162
11.0,2574,3787.977214
9.0,2692,3800.132593
16.0,2538,3813.522466
13.0,2822,3828.037876
9.0,2737,3841.151544
9.0,2736,3856.131053
13.0,3077,3872.180608
11.0,2778,3887.960929
10.0,2703,3901.261961
9.0,3102,3918.00388
12.0,2511,3929.400481
14.0,2934,3944.948673
14.0,2586,3957.206409
12.0,2674,3971.034803
13.0,3150,3986.033418
15.0,3050,4003.361723
15.0,2948,4018.024439
17.0,2904,4033.839855
13.0,2772,4047.018863
12.0,2942,4062.047275
13.0,3069,4076.786418
13.0,2473,4089.987276
11.0,2871,4105.263572
14.0,2872,4119.388024
12.0,2952,4135.120907
13.0,2566,4146.777438
16.0,2969,4162.04041
15.0,2512,4173.338954
17.0,3000,4188.748134
11.0,3140,4203.308149
14.0,3001,4218.686362
7.0,2782,4231.35149
6.0,2971,4246.48782
10.0,2733,4259.18977
6.0,2677,4272.928877
11.0,2808,4287.377331
7.0,2689,4299.608497
16.0,2862,4314.125638
17.0,3334,4329.528054
19.0,3206,4346.072609
15.0,2951,4359.863541
16.0,2710,4374.043509
14.0,2427,4385.109333
16.0,2776,4400.420367
18.0,3161,4416.192287
8.0,2927,4431.348199
11.0,2528,4442.925807
10.0,2470,4455.430145
12.0,2538,4468.363726
15.0,2572,4479.841433
13.0,2942,4494.919335
15.0,3137,4509.254058
14.0,2840,4523.816079
13.0,2771,4537.990031
9.0,2893,4553.180465
14.0,2390,4565.372842
7.0,2715,4577.997033
16.0,2989,4593.479342
14.0,3192,4608.563858
16.0,3183,4625.002383
7.0,3304,4641.11916
13.0,3230,4657.916002
14.0,2748,4672.381237
19.0,3125,4688.330771
16.0,2804,4701.082764
16.0,2831,4715.516312
12.0,3209,4730.390589
15.0,3037,4746.048064
7.0,2818,4758.869969
15.0,3112,4774.968272
15.0,3085,4788.988204
13.0,3081,4804.948379
13.0,3287,4819.892991
12.0,3389,4837.487069
14.0,3047,4851.644897
21.0,2647,4865.386603
19.0,3008,4879.511198
15.0,2845,4894.194755
12.0,3116,4908.928036
18.0,2924,4925.029577
12.0,3177,4939.71533
17.0,3000,4955.330645
12.0,3109,4969.626742
10.0,3471,4987.411296
20.0,3154,5002.102568
18.0,3106,5018.061777
18.0,2807,5030.977506
19.0,3056,5046.589789
13.0,3014,5060.282918
19.0,2960,5075.570053
17.0,2844,5088.660935
8.0,2744,5102.753998
15.0,2821,5117.253042
19.0,2622,5129.033338
15.0,2988,5144.519543
11.0,2897,5157.73397
17.0,2992,5173.287073
17.0,2992,5187.21224
13.0,3052,5203.059253
19.0,2678,5215.476472
16.0,2654,5229.206542
17.0,2721,5241.534934
18.0,2501,5254.342544
12.0,2441,5266.821267
20.0,2770,5279.28093
19.0,2739,5293.204151
17.0,2851,5306.052932
18.0,2824,5320.310374
4.0,3465,5336.466536
14.0,2984,5351.730205
16.0,2897,5364.853618
18.0,2585,5378.138882
17.0,2408,5390.743335
14.0,3059,5405.299706
16.0,2492,5418.607225
16.0,2545,5430.609012
16.0,2617,5444.478996
18.0,2595,5456.751382
8.0,2986,5472.678663
18.0,2546,5484.738
17.0,2288,5496.999102
20.0,2440,5510.247612
12.0,2732,5523.413589
21.0,2381,5536.191339
16.0,2623,5548.764275
19.0,2554,5562.219401
13.0,2680,5577.084257
17.0,2486,5588.074601
8.0,3081,5603.80847
20.0,2482,5615.05387
19.0,2553,5628.418004
14.0,2869,5641.534598
16.0,2552,5654.699689
19.0,2664,5668.270586
17.0,2707,5680.411793
15.0,2691,5694.247608
21.0,2368,5704.585782
15.0,2722,5718.898188
20.0,2515,5730.404231
18.0,2557,5744.126703
14.0,3038,5760.324248
16.0,2598,5771.852422
18.0,2670,5785.60927
14.0,2731,5798.198816
20.0,2388,5810.875245
17.0,2512,5822.85873
18.0,2547,5836.953732
14.0,2757,5851.278838
16.0,2526,5863.764187
9.0,2971,5879.659465
16.0,2769,5893.31638
11.0,2851,5907.859149
16.0,2599,5919.50434
18.0,2425,5931.872376
16.0,2714,5944.132873
18.0,2376,5957.062081
18.0,2630,5971.210683
16.0,2329,5982.004097
10.0,2675,5996.457206
12.0,2885,6010.720611
14.0,2635,6025.243187
15.0,2491,6036.999867
15.0,2784,6051.555495
17.0,2603,6064.976813
15.0,2791,6078.351917
19.0,2464,6091.45219
11.0,2771,6104.043831
21.0,2379,6116.164948
17.0,2577,6128.029864
15.0,2599,6141.666107
16.0,2518,6154.972701
20.0,2466,6166.487077
12.0,2796,6181.413175
14.0,2755,6194.460801
13.0,2578,6208.429573
16.0,2543,6220.261738
17.0,2601,6234.248112
19.0,2387,6247.033018
17.0,2492,6258.282647
19.0,2443,6270.83091
18.0,2440,6281.578655
14.0,2802,6295.887127
