#{"t_start": 1764983017.9365647, "env_id": "ALE/Pong-v5"}
r,l,t
-21.0,1027,1179.098321
-21.0,852,1185.679029
-19.0,1427,1197.664575
-20.0,1043,1207.084822
-19.0,1235,1216.738302
-20.0,1119,1227.333158
-21.0,825,1234.602249
-21.0,792,1241.466476
-19.0,1253,1250.588282
-19.0,1336,1261.453226
-17.0,1375,1273.771387
-20.0,949,1278.282493
-16.0,1349,1285.416936
-18.0,1398,1292.382957
-20.0,1055,1297.590258
-18.0,1862,1307.049845
-21.0,843,1309.875696
-16.0,1694,1318.382328
-17.0,1126,1324.043794
-19.0,1361,1330.802974
-19.0,1075,1336.112638
-18.0,1090,1340.005633
-18.0,1666,1348.36235
-17.0,1670,1356.793956
-17.0,1368,1363.824283
-17.0,1677,1370.76127
-15.0,1709,1379.546545
-16.0,1562,1387.955004
-20.0,1311,1394.896701
-15.0,1868,1403.021282
-17.0,1311,1410.106997
-16.0,1499,1418.492411
-20.0,899,1423.608378
-19.0,1037,1429.054271
-17.0,1335,1435.112705
-19.0,1207,1441.436265
-16.0,1445,1448.937707
-17.0,1342,1455.727265
-17.0,1391,1462.785586
-18.0,1467,1468.870703
-18.0,1445,1476.095876
-19.0,1380,1482.92943
-21.0,970,1487.72257
-20.0,1118,1493.415127
-20.0,1170,1497.964545
-19.0,1137,1504.012051
-19.0,1178,1510.264729
-18.0,1435,1517.765857
-19.0,1105,1523.329296
-17.0,1334,1528.513168
-17.0,1512,1536.626928
-17.0,1494,1544.54069
-17.0,1288,1551.043394
-10.0,2215,1560.87709
-17.0,1592,1568.98087
-17.0,1318,1575.64302
-14.0,1610,1583.881514
-16.0,1517,1590.017708
-20.0,1195,1595.954217
-18.0,1774,1604.795887
-16.0,1634,1613.154531
-16.0,1427,1619.067519
-14.0,1807,1628.806524
-17.0,1487,1636.74314
-16.0,1637,1645.656726
-18.0,1381,1651.586482
-16.0,1670,1660.772855
-11.0,2051,1671.341591
-14.0,1820,1679.132666
-14.0,1906,1688.953238
-16.0,1729,1698.6353
-21.0,1190,1704.994956
-19.0,1518,1711.389557
-17.0,1452,1719.748069
-15.0,1743,1729.338299
-17.0,1508,1737.151456
-14.0,1943,1746.251725
-16.0,1438,1753.777952
-9.0,2267,1766.007367
-14.0,1716,1773.82723
-14.0,1707,1782.959782
-19.0,1375,1790.441874
-14.0,1503,1798.602515
-13.0,1674,1806.256243
-14.0,2169,1818.005755
-13.0,2260,1830.315079
-16.0,1605,1837.56615
-18.0,1475,1845.755875
-18.0,1178,1852.099375
-19.0,1409,1859.695325
-12.0,2135,1869.855596
-12.0,2266,1882.194165
-14.0,1719,1891.387827
-18.0,1111,1895.783021
-11.0,2435,1908.729955
-14.0,1829,1918.060246
-16.0,1535,1924.345556
-15.0,1626,1932.509991
-14.0,1582,1940.68648
-15.0,1473,1948.282059
-18.0,1272,1955.165361
-19.0,1409,1961.469662
-17.0,1432,1969.771264
-9.0,2036,1980.550171
-16.0,1443,1986.601271
-19.0,1354,1994.239465
-15.0,1586,2003.482351
-10.0,2210,2015.857506
-6.0,2519,2028.169233
-14.0,1891,2038.579746
-15.0,1505,2046.253108
-14.0,1614,2052.911387
-13.0,2018,2063.197304
-11.0,2318,2076.634926
-12.0,2270,2087.383058
-13.0,2094,2098.455256
-6.0,2231,2108.54889
-17.0,1451,2116.268335
-14.0,1736,2125.473388
-12.0,2204,2136.63905
-9.0,2080,2145.846073
-10.0,1942,2155.772001
-9.0,2353,2168.315213
-10.0,2203,2178.25197
-5.0,2877,2193.106586
-8.0,2002,2202.702437
-16.0,1796,2212.060602
-12.0,1836,2221.539289
-14.0,1945,2231.569368
-14.0,1694,2238.446831
-12.0,1883,2247.928685
-14.0,2152,2258.883675
-9.0,2087,2268.068045
-8.0,2469,2280.509691
-16.0,1369,2287.348836
-9.0,2744,2299.704354
-11.0,2112,2310.792044
-12.0,1892,2321.30075
-10.0,2305,2332.28722
-7.0,2406,2344.530361
-10.0,1922,2354.822586
-11.0,1971,2363.531422
-12.0,1933,2373.506982
-13.0,1941,2384.843529
-15.0,1824,2393.411897
-16.0,1620,2401.804955
-9.0,2193,2413.040611
-9.0,2060,2421.819123
-11.0,2243,2433.02499
-8.0,2443,2445.343367
2.0,2806,2458.280448
-7.0,2228,2469.92591
-7.0,2461,2480.987879
-7.0,2354,2493.916164
-1.0,3477,2510.008322
-2.0,2763,2523.996624
-5.0,2516,2536.782025
-2.0,2515,2547.956452
11.0,2430,2560.377829
1.0,2772,2572.848945
-6.0,2861,2587.300713
-5.0,2351,2599.081638
-6.0,2371,2609.585533
-10.0,2033,2620.024706
1.0,2858,2633.156493
4.0,3083,2648.75927
-4.0,2877,2662.457965
-7.0,2686,2676.043092
2.0,3103,2692.919978
-6.0,2495,2704.335425
5.0,3221,2720.9622
2.0,3112,2735.351817
-3.0,3043,2750.83734
3.0,3079,2765.038594
3.0,2993,2780.385015
3.0,2880,2793.462237
7.0,2753,2807.48233
1.0,3146,2822.229615
-4.0,2721,2836.159518
-7.0,2356,2846.936734
10.0,2669,2860.721372
4.0,2911,2875.592102
8.0,2467,2886.611997
5.0,2684,2900.289769
11.0,2276,2910.607649
-2.0,2843,2925.352466
2.0,3783,2943.351156
2.0,3150,2959.480924
12.0,2366,2970.044077
9.0,3337,2987.142239
12.0,2494,3000.32179
8.0,2532,3011.99676
11.0,2336,3024.127591
9.0,3169,3041.321741
6.0,2506,3057.466282
10.0,2509,3069.972801
10.0,2314,3082.60145
7.0,2704,3095.567036
12.0,2423,3108.265588
11.0,2604,3122.016434
11.0,2175,3131.752439
8.0,3143,3148.101838
11.0,2491,3160.44714
13.0,2499,3174.913711
13.0,2408,3187.769119
6.0,2614,3201.111384
11.0,2239,3212.63118
12.0,2507,3223.799
11.0,2265,3235.527738
11.0,2298,3246.570297
14.0,2464,3259.51681
9.0,2571,3272.568264
13.0,2451,3283.768832
8.0,2573,3297.026879
11.0,2504,3308.223889
8.0,2344,3320.184696
9.0,2411,3332.712736
10.0,2621,3344.730758
9.0,2453,3357.691859
13.0,2707,3369.962461
9.0,3106,3386.968826
12.0,2797,3400.379182
14.0,2707,3414.300146
15.0,2831,3428.837751
10.0,2900,3442.281269
12.0,3081,3459.011618
13.0,2751,3472.308937
6.0,2938,3489.572535
10.0,2732,3503.304648
12.0,3001,3519.399678
10.0,2599,3531.988356
6.0,2875,3546.836341
12.0,2448,3557.815526
11.0,2633,3571.370363
15.0,2723,3584.095121
11.0,3014,3599.780397
11.0,2780,3614.365752
9.0,2955,3628.124864
9.0,2660,3642.220396
12.0,2840,3655.572807
16.0,2793,3670.73624
2.0,2946,3684.382429
10.0,2763,3698.693377
14.0,2708,3711.370472
12.0,2997,3728.096493
18.0,3021,3742.063526
15.0,2557,3755.774662
7.0,2470,3767.975972
13.0,2786,3782.387095
14.0,2488,3795.149257
11.0,2660,3807.174771
14.0,2870,3822.389784
14.0,2764,3835.240186
15.0,2647,3849.812264
10.0,2986,3864.672157
10.0,2670,3880.797825
12.0,2942,3895.406923
8.0,3557,3914.256709
12.0,2644,3926.771486
16.0,2618,3940.614968
17.0,3057,3955.267036
8.0,3004,3970.829841
15.0,3027,3985.160033
12.0,3077,4002.69902
17.0,2958,4017.312678
9.0,3251,4035.211185
18.0,2951,4049.092864
14.0,3247,4065.845738
13.0,2907,4079.77184
14.0,2486,4093.305291
14.0,2874,4106.767689
15.0,3205,4124.370134
12.0,2836,4137.501403
10.0,2549,4150.520842
8.0,3024,4166.211579
14.0,2782,4178.896193
12.0,2734,4192.871715
20.0,3032,4206.760662
14.0,3111,4222.732673
11.0,2424,4233.48035
10.0,2648,4246.994076
15.0,2511,4258.395004
12.0,2386,4270.634613
12.0,2379,4282.825789
10.0,2778,4295.435601
15.0,2900,4310.240803
13.0,3128,4324.57885
13.0,3077,4340.319518
18.0,3177,4355.248215
14.0,3120,4371.516428
13.0,2819,4384.569955
13.0,2833,4400.302042
17.0,3298,4416.809076
12.0,3093,4432.756887
12.0,2898,4446.184798
13.0,2384,4458.390548
16.0,2631,4471.748802
7.0,2826,4484.394446
12.0,2998,4499.781193
16.0,2856,4512.721482
12.0,3074,4528.374549
16.0,3045,4544.280916
12.0,2544,4557.292129
13.0,2525,4568.578965
12.0,2959,4584.046152
13.0,2930,4597.714894
12.0,3308,4614.854316
16.0,2732,4627.272582
12.0,2784,4642.666896
12.0,2624,4657.202839
8.0,2602,4669.486243
10.0,2846,4684.158689
10.0,3316,4699.464079
15.0,2970,4714.637653
13.0,3386,4730.443618
18.0,2729,4744.45926
15.0,2755,4757.095945
16.0,3444,4774.751933
12.0,3290,4789.870927
19.0,3112,4805.842824
3.0,3354,4821.205129
16.0,2996,4836.753912
13.0,3156,4851.457984
14.0,2929,4866.808289
12.0,3185,4881.710771
18.0,3062,4897.552745
8.0,3404,4914.325905
14.0,3016,4930.288493
15.0,2990,4943.963724
13.0,3089,4959.953946
15.0,2843,4972.761924
15.0,3059,4988.406359
14.0,3300,5003.745377
19.0,2827,5018.221788
11.0,3335,5033.874028
18.0,3124,5049.767952
9.0,3463,5065.785868
18.0,2717,5079.783449
15.0,2971,5093.488711
15.0,2614,5107.027909
17.0,2815,5119.877539
19.0,2829,5134.341768
17.0,2881,5147.395294
13.0,2901,5162.2453
11.0,3057,5178.215202
19.0,3150,5192.935849
20.0,2533,5205.996492
18.0,2630,5218.063558
19.0,2488,5230.853199
19.0,2741,5243.370705
18.0,2767,5257.640595
17.0,2766,5270.183617
17.0,3142,5286.1014
7.0,3036,5301.464603
14.0,2934,5314.810902
15.0,3166,5330.872233
19.0,2876,5344.123994
14.0,2895,5358.848938
16.0,2596,5370.492971
17.0,2589,5383.840119
19.0,2708,5396.485668
13.0,2774,5411.015235
15.0,2464,5422.623187
11.0,2748,5437.42257
15.0,2739,5452.018115
19.0,2601,5464.49109
15.0,2815,5479.54606
10.0,2761,5492.803563
16.0,2597,5506.822853
15.0,2793,5520.329713
18.0,2457,5533.532666
18.0,2497,5545.343456
18.0,2672,5559.440859
16.0,2683,5574.509581
9.0,2692,5586.545299
8.0,3162,5602.69246
19.0,2368,5613.265858
15.0,2651,5627.151372
18.0,2489,5638.402654
14.0,2580,5651.679964
21.0,2381,5663.791449
13.0,2742,5676.065285
12.0,2620,5689.580399
18.0,2634,5701.376093
15.0,2638,5715.234527
14.0,2657,5728.944831
19.0,2422,5740.255001
18.0,2488,5753.718397
13.0,2981,5767.388521
14.0,2716,5781.28089
18.0,2667,5793.566068
14.0,2604,5807.259685
17.0,2620,5821.54405
7.0,2826,5835.511886
14.0,2690,5849.4907
17.0,2657,5862.268436
14.0,2927,5878.20218
16.0,2824,5892.126894
20.0,2451,5904.607358
20.0,2556,5916.056813
15.0,2546,5929.070392
12.0,2974,5944.31961
19.0,2515,5956.305307
17.0,2747,5971.162444
15.0,2494,5982.766958
14.0,2669,5997.104317
16.0,2561,6009.507803
19.0,2381,6022.607957
9.0,2714,6035.674126
18.0,2410,6048.316957
20.0,2544,6061.48334
20.0,2505,6073.226035
14.0,2984,6089.160004
17.0,2593,6100.980537
19.0,2476,6113.72863
18.0,2489,6126.73306
8.0,2855,6140.017
12.0,2701,6154.254013
17.0,2752,6167.304672
16.0,2696,6181.726805
11.0,2879,6195.299571
14.0,2896,6210.901123
15.0,2606,6223.082915
20.0,2533,6236.816097
13.0,2764,6249.835443
18.0,2479,6262.700614
19.0,2466,6275.366452
12.0,2817,6287.997464
16.0,2674,6301.725805
