#{"t_start": 1764983017.9062803, "env_id": "ALE/Pong-v5"}
r,l,t
8.0,2479,3207.692726
9.0,2769,3220.224087
11.0,2436,3232.799699
11.0,2374,3245.601879
11.0,2237,3256.178139
12.0,2616,3269.396577
12.0,2589,3281.071106
13.0,2561,3294.242862
9.0,2363,3306.309766
8.0,2413,3317.151109
8.0,2675,3331.092332
10.0,2404,3342.037019
7.0,2526,3355.288023
13.0,2584,3368.576352
15.0,2664,3381.672211
13.0,2832,3396.927638
12.0,2753,3409.537174
12.0,2705,3423.550468
16.0,2769,3436.238401
10.0,2965,3451.938828
14.0,2566,3464.506628
14.0,2614,3479.207632
11.0,2398,3491.384558
17.0,2720,3506.337605
12.0,2973,3522.717273
11.0,2447,3533.936545
11.0,3155,3550.212503
11.0,2497,3561.541945
11.0,2314,3573.662374
9.0,2853,3587.031044
14.0,3168,3603.487412
13.0,3102,3618.19206
15.0,2850,3632.888592
12.0,2714,3646.032292
14.0,2913,3661.522794
11.0,2652,3675.32712
11.0,2644,3687.55738
16.0,2753,3701.788536
12.0,2836,3715.472588
13.0,2882,3731.030772
16.0,2898,3744.397696
11.0,2562,3758.28846
10.0,2485,3770.469803
9.0,2486,3783.250823
12.0,2425,3795.620171
14.0,2842,3808.812647
14.0,2763,3823.337171
14.0,2760,3836.211309
10.0,2808,3851.784898
13.0,2738,3865.211317
2.0,3259,3884.473123
13.0,2642,3897.621886
11.0,2666,3911.2752
9.0,2766,3924.736953
13.0,2784,3939.366167
14.0,2857,3952.927498
13.0,2977,3968.38603
17.0,3044,3982.560408
11.0,2991,3999.156925
15.0,3160,4015.445558
18.0,3027,4032.044064
19.0,3270,4047.951341
12.0,3064,4063.731541
16.0,2926,4077.671635
12.0,2629,4091.754086
10.0,3334,4107.973561
5.0,3323,4126.275596
12.0,2729,4138.805588
9.0,2615,4152.18536
13.0,3098,4166.661832
12.0,2942,4181.738306
11.0,2892,4196.55061
17.0,2799,4209.259694
9.0,3071,4225.074909
7.0,2388,4235.668972
11.0,2717,4249.585915
8.0,2879,4262.971015
9.0,2666,4276.630162
12.0,2752,4289.116028
8.0,2556,4302.164266
14.0,2921,4317.019057
16.0,2991,4330.708365
12.0,3180,4347.115652
19.0,3008,4361.113797
17.0,3032,4376.913514
16.0,2594,4388.980103
16.0,3099,4406.750687
17.0,2780,4419.607394
13.0,2798,4434.035198
15.0,2497,4445.289215
11.0,2799,4459.795564
15.0,2712,4473.444055
7.0,2736,4485.657154
6.0,2862,4500.326162
15.0,3462,4516.441639
16.0,2894,4531.518569
17.0,3194,4547.937809
10.0,2709,4561.74823
11.0,2669,4574.01511
8.0,2912,4589.050856
11.0,2815,4602.051888
14.0,3193,4618.659261
18.0,2847,4631.712757
10.0,3036,4649.178144
12.0,2900,4663.472089
16.0,2573,4676.75886
12.0,3148,4691.278412
16.0,3009,4706.741508
15.0,2860,4719.723758
12.0,3134,4735.829967
11.0,3278,4751.043169
17.0,2818,4765.547391
14.0,3000,4779.230095
14.0,3091,4794.939982
14.0,3105,4810.848256
18.0,2600,4822.438036
16.0,3043,4838.154662
16.0,3073,4852.428255
17.0,2800,4867.028259
16.0,3111,4881.552479
17.0,3221,4898.234952
15.0,2982,4912.500471
13.0,3313,4930.408126
16.0,2975,4944.03534
11.0,2869,4958.897824
17.0,3006,4972.694335
11.0,2940,4987.73769
14.0,3089,5001.944119
13.0,3045,5017.564821
19.0,2627,5029.527521
21.0,2814,5043.940654
14.0,3216,5058.674904
21.0,3008,5074.21064
10.0,2823,5087.223797
17.0,2900,5102.234311
15.0,2992,5117.648008
10.0,3151,5132.104766
20.0,2519,5144.954102
13.0,2955,5158.42902
11.0,3040,5174.377565
20.0,2929,5187.864429
12.0,3361,5205.254477
16.0,3011,5219.352153
18.0,2752,5233.545554
17.0,2722,5246.019866
9.0,2851,5260.67592
11.0,2615,5272.429894
14.0,3189,5288.602447
10.0,3266,5303.623347
10.0,3153,5319.500007
15.0,2899,5332.66404
18.0,2920,5347.668663
20.0,2597,5360.943646
16.0,2613,5372.596524
16.0,2631,5386.25912
17.0,2591,5398.213255
17.0,2534,5411.506367
15.0,2679,5424.207866
11.0,2683,5438.567043
18.0,2917,5454.050993
15.0,2631,5466.571009
16.0,2495,5479.953165
18.0,2454,5491.48246
17.0,2449,5504.662261
20.0,2511,5516.507871
11.0,2842,5531.76956
20.0,2472,5545.136496
18.0,2481,5556.69485
16.0,2750,5571.789557
18.0,2500,5583.243007
12.0,2706,5596.986706
16.0,2610,5608.753116
14.0,2618,5622.50248
14.0,2693,5636.465221
16.0,2735,5648.965658
19.0,2551,5662.107804
21.0,2368,5672.492878
18.0,2518,5685.330301
5.0,2976,5698.9939
21.0,2446,5711.624309
15.0,2518,5724.805581
17.0,2373,5735.785057
18.0,2498,5749.259169
17.0,2697,5761.713448
13.0,2638,5775.107166
19.0,2490,5787.860841
12.0,2807,5800.92753
17.0,2770,5815.746361
18.0,2761,5828.969995
16.0,2807,5844.276082
12.0,2649,5856.292877
18.0,2547,5871.101021
11.0,2947,5885.311767
15.0,2895,5900.682835
17.0,2786,5913.321133
18.0,2472,5925.947232
11.0,2757,5940.05462
18.0,2588,5952.040635
16.0,2704,5966.812423
16.0,2743,5979.757921
16.0,2239,5991.820366
17.0,2524,6005.637343
16.0,2482,6017.62245
12.0,2646,6032.073344
17.0,2491,6043.573386
20.0,2323,6055.5661
19.0,2557,6067.436257
19.0,2631,6081.430149
15.0,2797,6096.184538
12.0,2490,6107.246625
17.0,2467,6119.85881
17.0,2517,6131.419559
20.0,2509,6144.499135
14.0,2689,6158.771159
17.0,2679,6171.427914
16.0,2493,6184.616088
17.0,2607,6196.931697
17.0,2557,6210.584919
17.0,2640,6222.922951
18.0,2675,6237.436346
12.0,2744,6250.273901
10.0,2751,6264.485326
15.0,2697,6278.222872
13.0,2758,6290.581362
17.0,2869,6305.491101
