#{"t_start": 1764983017.9741542, "env_id": "ALE/Pong-v5"}
r,l,t
-21.0,825,400.385024
-20.0,1070,405.648901
-21.0,825,409.73959
-21.0,826,413.820642
-21.0,1050,417.508239
-20.0,1058,422.772345
-21.0,1066,428.076955
-20.0,957,432.919364
-21.0,933,437.550068
-21.0,872,441.898991
-21.0,942,446.544143
-21.0,966,450.257965
-20.0,922,455.032342
-21.0,1144,460.77984
-18.0,1075,466.413308
-21.0,933,471.061544
-21.0,951,476.369185
-21.0,934,479.761998
-21.0,764,483.80131
-20.0,1193,490.089127
-21.0,993,494.985428
-20.0,905,499.432281
-21.0,1093,504.961935
-21.0,934,509.652365
-21.0,826,512.395769
-21.0,926,516.956194
-21.0,934,521.550958
-21.0,1051,527.212291
-21.0,1053,533.004269
-20.0,1133,538.818767
-21.0,891,541.823559
-21.0,1056,547.141972
-19.0,1159,553.144374
-20.0,940,557.869674
-21.0,764,561.648001
-21.0,1035,567.033717
-20.0,1047,570.894012
-20.0,1001,575.949945
-21.0,854,580.775627
-21.0,782,584.900705
-20.0,1042,590.159956
-21.0,946,594.859801
-21.0,886,599.179178
-21.0,934,602.325231
-19.0,1061,607.579767
-21.0,913,612.072942
-20.0,932,616.703852
-20.0,1192,622.726269
-20.0,994,627.577742
-21.0,973,632.343568
-18.0,1423,637.987929
-20.0,1256,644.333462
-19.0,1182,650.244802
-20.0,1054,655.476064
-21.0,972,660.320214
-19.0,1205,665.012818
-21.0,793,668.880491
-21.0,1091,674.301458
-21.0,1209,680.381467
-21.0,973,685.129356
-20.0,1242,691.288324
-20.0,931,695.473469
-21.0,902,701.13278
-21.0,1034,706.797715
-19.0,1099,712.620005
-21.0,928,717.304773
-20.0,963,722.133523
-20.0,991,725.787473
-20.0,1327,732.547993
-21.0,944,737.381651
-20.0,1002,742.375348
-21.0,945,747.170784
-21.0,1031,752.33333
-20.0,837,755.058271
-20.0,1162,760.763449
-20.0,925,765.446396
-18.0,1406,772.506733
-18.0,1156,778.351812
-21.0,945,783.016894
-21.0,1129,787.225028
-21.0,1083,792.745309
-20.0,1011,797.972252
-20.0,1191,803.898434
-20.0,1049,809.15114
-21.0,1215,815.098307
-18.0,1210,819.608032
-21.0,993,824.487032
-21.0,1369,831.335319
-21.0,884,835.746167
-20.0,985,840.865464
-19.0,974,845.704516
-20.0,903,848.666481
-20.0,1020,853.882699
-21.0,873,858.230237
-20.0,1012,863.333643
-20.0,1064,868.590233
-19.0,998,873.545735
-20.0,1125,878.286054
-19.0,1283,884.807753
-20.0,1314,891.47864
-20.0,1129,897.068267
-20.0,1273,903.418041
-19.0,1143,909.305478
-20.0,1020,912.95111
-18.0,1520,920.914442
-18.0,1677,929.561114
-21.0,904,934.272579
-21.0,1039,939.750259
-20.0,1082,944.255459
-21.0,1166,950.638621
-21.0,855,955.023025
-19.0,1108,960.784376
-18.0,1418,968.113358
-19.0,1262,977.104218
-17.0,1621,985.919595
-19.0,1195,992.350938
-18.0,1335,999.88444
-18.0,1112,1004.261376
-20.0,1103,1009.909513
-19.0,1003,1015.096407
-17.0,1293,1021.722821
-17.0,1548,1029.680612
-19.0,995,1033.335531
-21.0,1030,1038.691972
-20.0,1259,1045.19541
-21.0,1192,1052.234571
-19.0,1116,1058.46143
-20.0,992,1063.70891
-18.0,1184,1068.897729
-21.0,878,1073.835739
-18.0,1480,1084.725129
-17.0,1124,1093.662454
-19.0,1061,1099.942322
-21.0,1157,1109.345022
-21.0,960,1117.212447
-18.0,1155,1125.186246
-19.0,1265,1136.023047
-18.0,1140,1145.489771
-18.0,1108,1155.284514
-18.0,1396,1164.484704
-20.0,1249,1173.266578
-20.0,1061,1180.80529
-16.0,1389,1191.70516
-19.0,1167,1202.89678
-18.0,1362,1215.045132
-19.0,1451,1226.933383
-21.0,971,1235.658473
-20.0,1261,1246.078115
-18.0,1297,1255.744623
-18.0,1110,1265.155682
-19.0,1480,1277.42539
-15.0,1590,1284.37855
-20.0,946,1289.070429
-21.0,1009,1294.113015
-18.0,1305,1300.710852
-18.0,1184,1306.757381
-21.0,903,1309.864264
-14.0,1602,1317.933591
-16.0,1609,1326.11146
-19.0,1084,1331.443781
-19.0,1211,1337.43239
-16.0,1317,1342.502357
-20.0,1138,1348.147186
-17.0,1290,1354.64217
-17.0,1294,1361.227143
-21.0,1071,1366.598043
-19.0,999,1371.519157
-19.0,1218,1376.207064
-17.0,1394,1383.588323
-15.0,1604,1392.115398
-16.0,1390,1399.426241
-17.0,1789,1407.280674
-21.0,972,1412.476312
-16.0,1326,1420.146931
-15.0,1558,1428.507445
-18.0,1390,1434.800293
-20.0,1410,1442.246019
-18.0,1377,1449.477848
-21.0,965,1454.36286
-18.0,1292,1460.971865
-20.0,1102,1464.994897
-20.0,1360,1472.004745
-18.0,1298,1478.441376
-20.0,925,1483.137804
-18.0,1127,1488.819296
-14.0,1668,1495.912741
-19.0,1225,1502.383304
-18.0,1348,1509.514607
-21.0,966,1514.430781
-17.0,1293,1520.967064
-17.0,1233,1525.682149
-16.0,1491,1533.386108
-16.0,1318,1540.538783
-16.0,1512,1548.29614
-18.0,1547,1556.104012
-16.0,1562,1562.497744
-13.0,2081,1573.181114
-17.0,1367,1580.071153
-20.0,1068,1585.569227
-17.0,1373,1590.964015
-20.0,1067,1596.267241
-18.0,1365,1603.046983
-19.0,1202,1609.115619
-18.0,1723,1616.548653
-18.0,1426,1623.96416
-20.0,1040,1629.527234
-18.0,1681,1638.540033
-19.0,1178,1644.901132
-19.0,1091,1649.220183
-18.0,1142,1655.562949
-20.0,1392,1662.983191
-19.0,1345,1669.894147
-20.0,957,1674.852463
-14.0,1596,1681.604738
-21.0,1371,1688.556905
-17.0,1586,1697.387166
-21.0,981,1702.57299
-19.0,1266,1709.095599
-18.0,1424,1715.265328
-16.0,1434,1723.691585
-16.0,1808,1733.403486
-16.0,1683,1740.911517
-18.0,1761,1750.315703
-18.0,1302,1757.247831
-13.0,1723,1766.439145
-19.0,1788,1774.655072
-18.0,1573,1783.019214
-16.0,1569,1791.494869
-19.0,1324,1798.564154
-17.0,1421,1804.728457
-14.0,2047,1815.963033
-14.0,2260,1828.105579
-16.0,1749,1836.050075
-19.0,1175,1842.415908
-19.0,1463,1850.558257
-17.0,1830,1860.542088
-16.0,1949,1869.606665
-11.0,2217,1881.671994
-18.0,1422,1889.291956
-17.0,1714,1897.214163
-12.0,1919,1907.272045
-16.0,1739,1916.104059
-16.0,1480,1923.664832
-12.0,2158,1933.149587
-15.0,2008,1943.44787
-13.0,1917,1953.705129
-12.0,2050,1963.458524
-19.0,1761,1973.671708
-15.0,1789,1982.881758
-17.0,1461,1989.228408
-16.0,1611,1998.407423
-10.0,2195,2011.382767
-12.0,2086,2020.939833
-15.0,1719,2031.05208
-10.0,2172,2042.257507
-11.0,1930,2050.511579
-14.0,1960,2060.418486
-18.0,1459,2067.85626
-17.0,1196,2075.201123
-14.0,2273,2086.055639
-10.0,2167,2097.542416
-10.0,2212,2109.001452
-12.0,1748,2116.872996
-15.0,1553,2125.167372
-16.0,1634,2133.479784
-10.0,2272,2143.588023
-16.0,1699,2152.269307
-9.0,2083,2163.224216
-14.0,2074,2172.516519
-15.0,2066,2183.098405
-12.0,2177,2194.393126
-12.0,1898,2203.333475
-18.0,1663,2212.024363
-9.0,2231,2223.719378
-10.0,2298,2233.774681
-12.0,1708,2242.429922
-6.0,2498,2255.087456
-14.0,2404,2265.800145
-11.0,2029,2276.105726
-4.0,3166,2292.079808
-14.0,1791,2299.578938
-6.0,2717,2313.905479
-8.0,2100,2324.29055
-11.0,1708,2333.137333
-12.0,2265,2344.737977
-8.0,2858,2358.460865
-10.0,2124,2369.458227
-12.0,2202,2381.507626
-14.0,2028,2391.9193
-10.0,2469,2404.839279
-15.0,1723,2413.477381
-11.0,2396,2423.873667
-12.0,2051,2434.118059
-5.0,2570,2446.996711
-12.0,2084,2456.060227
-12.0,2184,2467.658607
-7.0,2530,2479.154145
-10.0,2161,2490.722462
1.0,3160,2507.022078
-13.0,1948,2515.480935
-7.0,2836,2529.92508
1.0,2930,2543.308839
-12.0,2506,2556.040388
-7.0,2303,2567.815303
-4.0,2545,2579.155231
-13.0,2186,2590.186641
7.0,2676,2602.093363
-9.0,2211,2613.336401
-1.0,3129,2629.302466
3.0,2828,2642.20487
-10.0,2329,2654.698497
2.0,2876,2667.815408
-3.0,3240,2685.118883
7.0,2910,2698.749793
-6.0,3029,2714.482549
-5.0,3059,2728.764768
6.0,2861,2743.373368
1.0,2967,2756.842756
3.0,3007,2772.199963
6.0,3078,2786.427413
6.0,2860,2800.956436
-10.0,2068,2811.452038
4.0,3114,2825.960986
-4.0,2883,2840.636249
10.0,2529,2852.308897
11.0,2480,2864.950087
11.0,2489,2877.524434
-8.0,2309,2887.774088
6.0,3119,2903.716097
7.0,2595,2915.697223
9.0,3058,2931.533768
6.0,2400,2942.224136
8.0,2764,2956.504138
2.0,3046,2970.453614
14.0,2635,2983.811646
4.0,2882,2998.928621
2.0,2670,3011.357147
9.0,2472,3024.293027
10.0,2945,3040.105665
8.0,2443,3056.108535
9.0,2501,3068.587619
5.0,2879,3084.331694
4.0,2984,3098.574298
10.0,2273,3110.415819
5.0,2736,3123.352316
10.0,2273,3135.101774
12.0,2244,3146.817946
13.0,2453,3158.798414
7.0,2472,3172.858122
14.0,2715,3187.606457
11.0,2342,3199.667307
8.0,2344,3211.573162
11.0,2643,3223.422777
9.0,2540,3236.509619
10.0,2411,3248.138553
12.0,2547,3261.505319
13.0,2565,3274.67737
10.0,2494,3286.103816
10.0,2669,3299.87015
12.0,2524,3311.20895
11.0,2296,3322.939884
12.0,2244,3334.746059
5.0,2920,3348.579361
5.0,3122,3364.865847
14.0,2711,3377.338911
16.0,2809,3393.239511
13.0,2872,3406.439879
8.0,2859,3421.106923
9.0,3004,3435.082977
9.0,3023,3450.969854
11.0,2935,3465.412463
11.0,2652,3480.436763
11.0,2415,3492.883231
14.0,3081,3509.473485
14.0,2651,3522.704744
10.0,2405,3535.359864
9.0,2896,3550.23776
12.0,2332,3560.629796
11.0,2404,3573.087841
14.0,2485,3584.568597
14.0,2759,3598.90729
16.0,3218,3614.119784
15.0,3192,3630.68092
12.0,3050,3645.539316
13.0,2987,3661.364466
13.0,2662,3675.350408
10.0,2367,3685.963161
15.0,2734,3700.114712
14.0,2670,3712.702661
10.0,2644,3727.404346
10.0,2807,3740.196096
8.0,3017,3756.255825
8.0,2627,3769.314055
12.0,2200,3780.587496
11.0,2588,3793.856121
12.0,3070,3808.111393
9.0,3123,3824.543072
15.0,2645,3836.959826
7.0,3015,3853.591382
17.0,2702,3866.912053
10.0,2632,3882.512322
9.0,2592,3895.259236
10.0,3090,3911.382529
12.0,2722,3924.557006
10.0,2689,3938.663776
13.0,3342,3954.891006
3.0,3009,3970.442746
13.0,3029,3984.764979
14.0,3110,4002.471982
15.0,2839,4016.535678
12.0,3204,4034.03879
8.0,2945,4048.137129
13.0,3018,4063.681171
13.0,2975,4077.952105
12.0,2420,4090.873136
14.0,2827,4105.914564
7.0,3408,4122.959409
14.0,2768,4135.886752
13.0,2446,4148.474974
9.0,2787,4162.74358
11.0,3061,4177.016597
13.0,2864,4191.559498
9.0,3053,4205.655967
14.0,2965,4220.803023
12.0,2523,4232.145347
9.0,2524,4245.017159
6.0,2811,4258.084237
10.0,2657,4271.785051
14.0,2440,4284.272536
9.0,2581,4295.934609
11.0,3058,4311.484214
18.0,3087,4325.558111
19.0,2984,4340.861097
21.0,3149,4355.667604
17.0,2813,4370.272198
13.0,2367,4380.964198
13.0,2752,4396.142654
18.0,3057,4411.624182
12.0,3170,4427.939907
11.0,2377,4440.333937
13.0,2558,4451.7391
11.0,2413,4464.082744
10.0,2760,4476.510851
15.0,2816,4490.939669
17.0,2887,4504.040743
15.0,2631,4517.442472
18.0,3022,4533.308967
16.0,2850,4547.612368
12.0,2350,4559.609143
11.0,2316,4569.714292
16.0,2741,4584.091595
14.0,2897,4597.486871
12.0,3083,4613.497836
18.0,2755,4625.986012
10.0,2646,4640.102246
7.0,3525,4658.751606
7.0,2919,4673.950989
18.0,3130,4688.257584
12.0,3090,4704.183142
16.0,2932,4719.063273
11.0,2882,4732.306869
19.0,2968,4747.553021
12.0,3134,4762.062792
18.0,3017,4777.530654
10.0,3235,4792.33701
15.0,3008,4807.829682
17.0,2959,4821.081099
19.0,3010,4836.809115
15.0,2887,4850.162916
16.0,2746,4864.460702
16.0,2952,4878.267834
16.0,3174,4894.624476
16.0,3014,4908.849103
16.0,3158,4926.143168
16.0,3178,4940.788423
13.0,3274,4957.757119
18.0,3005,4971.548446
17.0,3153,4987.690046
17.0,2956,5001.276036
18.0,2690,5015.137406
19.0,2900,5028.462101
18.0,2979,5043.77041
18.0,2849,5056.571969
16.0,3100,5072.560515
18.0,2987,5086.318693
19.0,2645,5099.945768
16.0,2695,5113.79581
13.0,2897,5126.883949
18.0,2708,5140.894942
13.0,2741,5153.303949
18.0,2836,5168.045755
14.0,2874,5181.441123
11.0,3147,5197.724867
17.0,2797,5210.718523
11.0,3251,5227.623145
15.0,3055,5241.731306
14.0,2895,5256.595785
19.0,2479,5269.218511
15.0,2994,5282.76558
17.0,3088,5298.516469
16.0,3100,5312.656718
18.0,2843,5327.121412
19.0,2808,5339.901683
15.0,2717,5353.800432
18.0,2658,5365.681344
16.0,2573,5378.819708
9.0,2875,5392.257431
15.0,2444,5405.144297
12.0,2526,5418.650676
10.0,2686,5431.430751
18.0,2574,5445.187234
15.0,2628,5457.750579
18.0,2424,5470.690965
10.0,2843,5484.293163
12.0,2679,5498.645361
16.0,2561,5512.472505
16.0,2556,5524.719128
19.0,2495,5537.951665
15.0,2947,5552.149573
21.0,2381,5564.649738
17.0,2624,5577.579696
16.0,2701,5591.278576
17.0,2621,5604.640401
17.0,2489,5615.944769
17.0,2508,5629.0317
15.0,2906,5642.440706
11.0,3090,5658.390659
19.0,2570,5669.741275
18.0,2775,5683.926369
13.0,3130,5700.012677
18.0,2479,5711.204164
17.0,2428,5723.916289
15.0,2532,5735.740149
20.0,2398,5748.589614
17.0,2692,5761.127138
16.0,2641,5774.532358
13.0,2758,5788.726974
15.0,2476,5800.011204
16.0,2559,5813.552201
15.0,2583,5825.749595
12.0,2725,5840.769644
20.0,2428,5851.748085
18.0,2520,5866.088645
17.0,2805,5880.664226
18.0,2551,5893.228536
13.0,2624,5906.510102
14.0,2779,5919.086184
21.0,2379,5931.21672
17.0,2477,5943.783624
16.0,2652,5956.558126
12.0,2703,5971.302547
19.0,2510,5983.073761
8.0,2797,5998.109756
18.0,2542,6010.381323
12.0,3009,6026.87334
11.0,2723,6039.94476
16.0,2540,6053.085022
15.0,2667,6066.9266
18.0,2525,6078.883549
20.0,2614,6092.745242
14.0,2660,6104.838983
9.0,2998,6120.328411
12.0,2615,6132.473529
18.0,2513,6145.55696
16.0,2681,6158.215988
18.0,2645,6172.414989
16.0,2505,6185.80369
18.0,2492,6197.337615
19.0,2460,6210.499895
15.0,2682,6223.222367
12.0,2682,6237.826673
17.0,2579,6249.784239
16.0,2556,6263.027866
19.0,2387,6275.137075
20.0,2403,6285.669987
13.0,2591,6299.031209
