#{"t_start": 1764983017.9908805, "env_id": "ALE/Pong-v5"}
r,l,t
-19.0,1136,1290.117782
-19.0,1036,1295.240576
-15.0,1704,1303.856628
-19.0,1208,1310.043219
-18.0,1363,1315.381127
-21.0,1147,1321.232164
-17.0,1581,1329.155345
-17.0,1405,1336.290998
-21.0,970,1339.606423
-21.0,884,1344.025882
-19.0,1077,1349.450101
-19.0,1119,1355.032853
-20.0,1154,1360.959994
-20.0,1205,1367.06123
-17.0,1371,1372.432971
-17.0,1466,1380.059271
-18.0,1499,1388.093706
-17.0,1388,1395.45169
-18.0,1278,1402.08387
-20.0,1104,1406.271573
-17.0,1433,1414.04845
-19.0,1168,1420.831906
-17.0,1277,1427.742631
-15.0,1344,1433.767027
-16.0,1477,1441.63806
-18.0,1187,1447.760264
-16.0,1642,1456.182268
-20.0,1313,1462.887951
-16.0,1359,1468.328315
-18.0,1331,1475.047845
-20.0,1050,1480.196335
-18.0,1497,1487.752571
-17.0,1644,1494.638287
-18.0,1287,1501.559682
-18.0,1214,1508.008641
-18.0,1592,1516.326627
-20.0,1177,1522.450891
-19.0,1235,1527.15386
-19.0,1216,1533.453849
-18.0,1214,1539.985289
-17.0,1431,1547.382511
-16.0,1501,1554.982107
-17.0,1615,1561.707122
-17.0,1308,1568.327066
-17.0,1395,1575.404569
-17.0,1730,1584.232892
-18.0,1295,1589.204966
-20.0,981,1594.000208
-18.0,1289,1600.465321
-17.0,1595,1608.551726
-18.0,1190,1614.618888
-14.0,1378,1620.277456
-16.0,1492,1628.122352
-21.0,1238,1634.733625
-16.0,1466,1642.700646
-17.0,1702,1650.511376
-17.0,1385,1658.19731
-20.0,1281,1664.870101
-20.0,1171,1670.788733
-18.0,1220,1676.988645
-14.0,1951,1685.56932
-18.0,1567,1693.811366
-20.0,1160,1700.216023
-18.0,1254,1706.848657
-16.0,1684,1714.275381
-18.0,1458,1722.8441
-16.0,1624,1731.655933
-17.0,1611,1740.164738
-15.0,1694,1747.788971
-16.0,1366,1754.940582
-19.0,1457,1762.7961
-11.0,2091,1772.485662
-15.0,1655,1781.517455
-13.0,2013,1792.506339
-19.0,1442,1800.207317
-18.0,1231,1805.337606
-15.0,1359,1812.813232
-15.0,1680,1821.785038
-11.0,2012,1832.696719
-13.0,1752,1840.690797
-16.0,1734,1850.450266
-12.0,2033,1861.480801
-17.0,1427,1867.839213
-15.0,1767,1877.441059
-15.0,1610,1886.040415
-16.0,2014,1895.448037
-15.0,1713,1904.712582
-18.0,1173,1910.604712
-14.0,1871,1920.208448
-15.0,1847,1928.067144
-14.0,2006,1938.240525
-17.0,1522,1946.06703
-9.0,2541,1958.48985
-18.0,1575,1967.382745
-15.0,1604,1976.291022
-13.0,1639,1984.815516
-13.0,1776,1993.116381
-10.0,2147,2005.879915
-6.0,2679,2018.897573
-14.0,1670,2028.23833
-17.0,1289,2035.374358
-13.0,1729,2044.235965
-9.0,2002,2052.884706
-18.0,1308,2059.477173
-16.0,1705,2068.359742
-16.0,1677,2078.48241
-13.0,1883,2086.893439
-16.0,1835,2096.498055
-16.0,1617,2104.836169
-14.0,1784,2112.614525
-9.0,2340,2125.326066
-16.0,1585,2133.361517
-12.0,2017,2142.142879
-15.0,1603,2150.326445
-12.0,1853,2160.135201
-8.0,2232,2170.307439
-13.0,2010,2180.73052
-15.0,1658,2189.209355
-17.0,1959,2200.02663
-12.0,1966,2208.682851
-9.0,2248,2220.485702
-9.0,2267,2232.058009
-14.0,1785,2239.560294
-11.0,2250,2251.015973
-6.0,2367,2263.123627
-8.0,2446,2274.070404
-18.0,1368,2280.861092
-17.0,1480,2288.12271
-10.0,2360,2298.48614
-18.0,1532,2306.304807
-8.0,2280,2318.81944
-7.0,2323,2330.1067
-10.0,2090,2340.71622
-11.0,2448,2353.743676
-7.0,2635,2366.039647
-12.0,1936,2376.348023
-2.0,2729,2390.582955
-10.0,2189,2402.010471
-3.0,3165,2416.581262
-13.0,1919,2426.155786
-10.0,2639,2439.364887
-3.0,2802,2452.104886
-5.0,2389,2464.751574
4.0,3068,2479.028064
-8.0,2329,2491.499288
-14.0,1631,2499.848542
-10.0,2341,2510.237569
-7.0,2380,2522.153102
-11.0,2199,2533.402385
-7.0,2617,2545.139867
8.0,3190,2561.503974
-4.0,2991,2575.082181
-10.0,2108,2585.61666
-6.0,3160,2601.494244
-7.0,2298,2611.711217
-4.0,3195,2628.045376
-3.0,2560,2639.481786
3.0,2705,2653.902779
2.0,2936,2667.285189
2.0,3144,2684.01513
-3.0,3438,2700.480258
4.0,3421,2718.167578
7.0,2704,2730.543903
3.0,2950,2745.554581
4.0,2927,2758.883045
3.0,3242,2775.342561
-6.0,2441,2786.248652
6.0,2855,2800.69649
-3.0,2954,2815.895088
-3.0,3099,2830.225696
9.0,2691,2844.056069
6.0,2651,2856.274095
1.0,2896,2871.130541
8.0,2762,2883.719497
-1.0,2953,2898.746437
-1.0,3340,2914.641493
9.0,2740,2928.913959
5.0,2769,2941.527913
10.0,2273,2953.19077
11.0,2941,2968.167665
5.0,2873,2981.278916
8.0,2496,2994.220682
9.0,2384,3005.178452
4.0,3203,3021.890485
9.0,2529,3034.611618
7.0,2727,3052.464629
10.0,2290,3063.977154
9.0,2632,3078.433711
11.0,2493,3091.913304
9.0,2441,3103.146395
10.0,2387,3115.6089
10.0,2631,3127.910818
13.0,2441,3140.570451
12.0,2522,3153.607542
10.0,2326,3164.958382
14.0,2468,3180.195525
10.0,2421,3192.229435
10.0,2553,3205.235508
7.0,2916,3218.648542
11.0,2382,3230.837384
11.0,2436,3243.526026
15.0,2577,3256.118131
12.0,2182,3267.133528
13.0,2564,3278.765625
12.0,2528,3291.84888
5.0,2836,3306.330067
2.0,2930,3319.729338
8.0,2724,3333.957859
8.0,2580,3345.842606
5.0,2867,3361.007057
12.0,2790,3373.688902
15.0,2814,3389.367096
11.0,2834,3402.801245
7.0,2919,3417.867032
7.0,2683,3430.115918
13.0,2886,3445.150192
16.0,2769,3460.415622
11.0,2544,3472.442524
14.0,2527,3487.37855
13.0,2542,3500.185677
17.0,2790,3514.742819
10.0,2575,3527.550596
12.0,2387,3539.852604
13.0,2565,3553.029714
7.0,2854,3566.240012
3.0,3084,3582.531715
15.0,2672,3594.867263
11.0,3327,3612.31198
10.0,3013,3626.306818
12.0,2691,3640.558652
10.0,2826,3653.758781
13.0,2768,3668.70161
5.0,2723,3681.213341
10.0,2713,3695.266981
15.0,2609,3707.180898
12.0,2831,3723.197085
14.0,3121,3737.64344
12.0,2636,3751.423673
8.0,2418,3765.021385
13.0,2651,3777.415369
12.0,2395,3789.711198
14.0,2576,3801.217866
12.0,3049,3817.305664
9.0,2794,3830.279446
13.0,2724,3845.088344
14.0,2784,3860.143906
7.0,2748,3875.077919
9.0,2745,3890.400647
9.0,3195,3905.939558
12.0,2797,3921.116584
15.0,2695,3933.571932
18.0,3147,3950.204393
16.0,2919,3963.968059
14.0,2856,3978.797622
11.0,3029,3994.107496
14.0,3305,4012.546496
16.0,3308,4028.905878
16.0,3132,4044.192576
14.0,3160,4060.295295
16.0,2997,4074.637474
12.0,2430,4087.58746
12.0,3023,4103.821632
12.0,2696,4116.616639
16.0,3282,4134.351752
10.0,2395,4145.053294
12.0,3019,4160.595875
13.0,2881,4173.944896
15.0,2977,4189.332042
11.0,3191,4204.209821
15.0,3239,4220.816773
7.0,2779,4233.515164
9.0,2604,4246.747511
14.0,2652,4258.943152
13.0,2317,4270.925791
10.0,2731,4284.864119
14.0,2507,4296.194857
12.0,2899,4310.952487
10.0,3106,4325.121117
11.0,3622,4343.813536
15.0,3211,4359.033446
12.0,2856,4373.907446
14.0,2828,4387.136226
8.0,3114,4404.785769
15.0,2902,4418.707192
13.0,2876,4433.591938
15.0,2711,4445.960408
12.0,2420,4458.355221
15.0,2772,4472.449683
11.0,3118,4486.748653
12.0,3490,4504.564398
13.0,3265,4519.66306
14.0,2982,4534.225941
14.0,3133,4551.212255
13.0,2246,4562.578094
12.0,2495,4573.930925
11.0,3012,4589.557481
16.0,2829,4602.644355
13.0,2824,4617.355314
14.0,3033,4631.297132
9.0,2864,4647.515472
13.0,2783,4661.325285
13.0,2688,4675.250663
18.0,2563,4688.362565
3.0,3442,4704.509596
20.0,2874,4719.20643
15.0,2951,4732.644804
11.0,2992,4747.970717
16.0,3209,4762.881387
19.0,2751,4777.01995
15.0,3150,4791.490218
20.0,3155,4807.811834
20.0,3125,4821.925009
20.0,3190,4838.512409
1.0,3814,4856.675682
16.0,2578,4870.15087
10.0,3397,4886.272012
16.0,3132,4902.331751
14.0,3062,4917.553859
16.0,2770,4932.05114
18.0,2643,4944.040451
12.0,3018,4959.574618
16.0,2688,4971.557202
11.0,3323,4988.617106
21.0,3149,5003.121894
16.0,3355,5020.398572
15.0,3103,5034.899608
17.0,3014,5050.204988
15.0,3006,5063.830486
20.0,3338,5081.042936
9.0,3229,5095.997525
12.0,2904,5111.108542
13.0,3068,5125.085091
8.0,3036,5140.723003
14.0,2489,5151.890049
11.0,2821,5166.431745
17.0,3144,5181.326101
15.0,3061,5197.109788
15.0,2775,5209.826847
19.0,2588,5223.262564
19.0,2876,5237.928735
11.0,2870,5251.162801
12.0,2456,5263.734718
16.0,2898,5276.763346
13.0,3190,5293.0273
14.0,2915,5306.29227
12.0,3332,5323.080746
18.0,2818,5336.014011
19.0,2527,5348.920662
18.0,2572,5362.023757
18.0,2574,5373.485856
18.0,2425,5385.981874
15.0,2782,5398.983121
15.0,2474,5411.948328
14.0,2707,5424.770951
16.0,2513,5438.237163
17.0,2665,5452.398215
11.0,2812,5465.980399
11.0,2965,5481.923878
9.0,2488,5493.721152
15.0,2820,5509.02571
18.0,2479,5520.800377
17.0,2436,5533.754164
13.0,2919,5547.800384
16.0,2613,5561.533751
19.0,2573,5575.872928
13.0,2752,5588.236101
20.0,2451,5600.63445
20.0,2392,5611.388302
17.0,2637,5625.195626
18.0,2602,5638.669897
18.0,2493,5649.88613
18.0,2479,5662.613411
18.0,2646,5674.434288
13.0,2743,5688.598289
17.0,2604,5700.336745
12.0,2703,5714.505689
13.0,2855,5729.251129
18.0,2430,5740.642159
16.0,2619,5754.800327
20.0,2533,5766.243909
17.0,2541,5779.2189
16.0,2575,5790.926916
13.0,2695,5805.086963
16.0,2669,5819.474822
15.0,2928,5834.088667
20.0,2472,5846.98857
18.0,2614,5859.161824
18.0,2659,5874.134207
13.0,2748,5887.70861
16.0,2603,5901.154541
18.0,2493,5913.903532
17.0,2495,5925.090293
15.0,2590,5938.340045
16.0,2811,5951.435954
20.0,2384,5964.426604
14.0,2839,5977.931017
18.0,2401,5990.780555
13.0,2749,6005.829401
17.0,2577,6018.265409
18.0,2446,6031.645197
11.0,2532,6043.564109
17.0,2555,6056.797846
17.0,2536,6068.582376
19.0,2571,6082.218684
17.0,2602,6096.002432
12.0,2556,6107.448537
17.0,2495,6120.215738
15.0,2734,6133.044658
16.0,2646,6146.803659
12.0,2643,6159.300748
19.0,2507,6172.679237
16.0,2597,6186.490487
19.0,2520,6198.175642
12.0,2776,6213.151081
20.0,2576,6225.238191
14.0,2890,6240.833462
17.0,2513,6252.305467
18.0,2728,6266.362491
18.0,2583,6279.435246
12.0,2722,6291.741275
8.0,3073,6307.63416
