#{"t_start": 1764983017.9974616, "env_id": "ALE/Pong-v5"}
r,l,t
11.0,2841,3642.641129
13.0,2820,3655.760134
10.0,2742,3670.578524
7.0,2885,3683.877395
14.0,2850,3698.534314
15.0,2729,3711.309021
16.0,2678,3726.239703
11.0,2848,3739.383287
13.0,2741,3753.945151
10.0,2776,3767.732215
7.0,2588,3781.075585
12.0,2244,3792.613167
16.0,2818,3805.566554
15.0,3049,3821.660115
15.0,2591,3833.593287
13.0,2602,3847.869446
12.0,2781,3861.380223
9.0,2834,3878.400945
13.0,2701,3891.662989
13.0,2703,3906.112949
11.0,2846,3921.601208
7.0,2871,3934.933854
16.0,3148,3951.517827
14.0,2854,3964.973413
12.0,2887,3979.856124
15.0,3088,3995.613568
15.0,3191,4013.346053
17.0,3247,4029.595726
13.0,3089,4044.685123
13.0,3256,4061.360684
10.0,3324,4077.484509
13.0,2324,4089.894953
6.0,2848,4105.160963
8.0,3055,4120.332734
11.0,2918,4135.609636
10.0,2465,4146.687014
12.0,2702,4160.604395
15.0,2507,4171.998921
17.0,2719,4185.935984
10.0,3106,4200.331071
18.0,3041,4216.001925
13.0,3028,4229.939926
13.0,2501,4242.678256
7.0,2843,4257.348518
9.0,2690,4269.812905
11.0,2886,4284.589885
13.0,2593,4296.369865
15.0,2885,4310.944809
14.0,3244,4325.968647
10.0,3116,4342.031224
17.0,2893,4355.462716
16.0,3141,4371.909209
9.0,2367,4382.643745
13.0,2653,4397.362962
8.0,3112,4412.919913
7.0,2972,4428.256141
8.0,2784,4442.735657
15.0,2616,4454.428197
10.0,2639,4467.949068
12.0,2696,4480.084523
14.0,3046,4495.652234
18.0,2982,4509.322599
16.0,2992,4524.616472
17.0,3241,4541.396148
14.0,2674,4555.075791
12.0,2534,4566.4449
15.0,2572,4579.834665
6.0,3088,4595.741211
11.0,2965,4609.65215
20.0,2867,4624.398507
14.0,2921,4638.054827
11.0,2845,4654.423877
15.0,2635,4667.188145
19.0,3146,4683.349558
15.0,3053,4697.403178
20.0,2764,4711.478046
18.0,3088,4725.61549
15.0,3021,4741.088897
16.0,2973,4754.795324
17.0,2801,4769.170357
14.0,3142,4783.500812
15.0,2881,4798.349222
14.0,3117,4812.617838
18.0,2871,4827.422234
16.0,3262,4842.758795
17.0,2615,4856.210074
18.0,2826,4871.049575
16.0,3008,4885.01658
18.0,2825,4899.556966
12.0,3115,4914.867811
18.0,3185,4931.628274
14.0,3308,4947.047872
19.0,2866,4961.762759
17.0,3031,4975.597021
16.0,3014,4991.084155
18.0,3014,5004.948193
20.0,2978,5020.220123
16.0,3145,5034.871543
12.0,3015,5050.121749
15.0,3298,5065.328019
19.0,3161,5081.65323
18.0,2654,5093.624394
12.0,2793,5108.109879
17.0,2481,5119.065228
14.0,3152,5135.314122
17.0,2807,5148.016697
14.0,2790,5162.355965
12.0,3085,5178.400472
20.0,2869,5191.688313
17.0,2631,5205.347495
17.0,2984,5219.261559
12.0,2982,5234.595894
10.0,2855,5247.735232
12.0,2828,5262.24996
14.0,2673,5274.20965
18.0,2770,5288.255115
19.0,3062,5302.165295
18.0,2798,5316.313946
16.0,2665,5329.825194
13.0,2733,5342.33687
8.0,2920,5357.215739
17.0,2724,5369.518095
16.0,2563,5382.657707
20.0,2508,5394.213947
17.0,2444,5407.079995
19.0,2490,5420.339937
14.0,2561,5432.541873
14.0,2503,5445.829488
19.0,2641,5458.421393
16.0,3087,5474.905927
16.0,2453,5486.472748
18.0,2443,5499.502935
19.0,2437,5512.628355
16.0,2527,5524.585921
19.0,2505,5537.952647
18.0,2571,5550.105491
20.0,2412,5562.826592
12.0,2821,5576.812346
17.0,2582,5590.053707
11.0,3078,5605.80225
13.0,2702,5618.371009
17.0,2599,5631.922224
17.0,2573,5643.594454
15.0,2552,5656.646686
17.0,2611,5668.239766
21.0,2574,5681.340416
21.0,2431,5693.881776
19.0,2621,5705.580341
18.0,2541,5718.984151
17.0,2567,5730.741076
14.0,2828,5745.973299
20.0,2427,5758.865223
19.0,2620,5770.579482
17.0,2571,5783.746463
16.0,2765,5796.427841
17.0,2603,5810.131297
20.0,2547,5822.245706
15.0,2564,5836.402659
16.0,2785,5850.835897
19.0,2559,5863.330985
16.0,2660,5877.641163
15.0,2750,5891.311974
20.0,2363,5903.37263
18.0,2539,5914.637499
20.0,2612,5928.143903
18.0,2550,5941.049182
17.0,2635,5953.378794
13.0,2940,5969.382658
17.0,2532,5981.221758
13.0,2630,5995.419596
18.0,2637,6008.1846
17.0,2475,6021.836801
10.0,2672,6036.432247
16.0,2161,6046.14608
19.0,2423,6058.60262
18.0,2479,6070.132287
16.0,2553,6083.662554
18.0,2540,6096.935261
20.0,2391,6107.606921
16.0,2563,6120.739965
20.0,2446,6131.933166
13.0,2792,6146.539497
17.0,2425,6157.662975
18.0,2788,6172.501029
12.0,3151,6189.370479
10.0,3076,6204.13425
16.0,2475,6217.280462
19.0,2598,6229.735285
15.0,2679,6244.124579
19.0,2501,6255.396297
13.0,2759,6269.612883
16.0,2517,6280.758746
13.0,2723,6294.569562
15.0,2603,6308.145667
